unit,unit_type,district,class,class_label,sub_class,sub_class_label,order,order_label,book_page,total,earners_males,earners_females,partly_agriculturists_males,partly_agriculturists_females,dependants_and_working_dependants
Northern District,district,,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,258,79,3,1,0,176
Northern District,district,,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,22,3,3,1,0,16
Northern District,district,,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,2684,737,22,12,0,1925
Northern District,district,,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,1611,1311,0,1,0,300
Northern District,district,,C,Public administration and liberal arts,VI,Public force,44,Navy,381,3,1,0,0,0,2
Northern District,district,,C,Public administration and liberal arts,VI,Public force,45,Police,381,4148,1430,11,26,0,2707
Northern District,district,,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,4216,1168,27,23,0,3021
Northern District,district,,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,2151,499,49,20,0,1603
Northern District,district,,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,800,198,4,8,0,598
Northern District,district,,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,1605,310,544,6,3,751
Northern District,district,,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,3242,791,402,23,5,2049
Northern District,district,,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,1309,526,52,4,0,731
Northern District,district,,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,106,1,40,0,1,65
Northern District,district,,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,6065,824,560,65,14,4681
Northern District,district,,D,Miscellaneous,X,Domestic service,54,Domestic service,392,5541,1221,2139,17,5,2181
Northern District,district,,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,19490,6541,536,152,0,12413
Northern District,district,,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,1535,887,6,0,0,642
Northern District,district,,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,3468,201,170,1,0,3097
Northern District,district,,D,Miscellaneous,XII,Unproductive,58,Persons without any occupation,396,2,1,0,0,0,1
Tulkarm,subdistrict,Northern,,,,,0,TOTAL ALL CLASSES,315,46328,10756,1096,370,9,34476
Tulkarm,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1,Pasture and agriculture,315,36760,8089,857,262,6,27814
Tulkarm,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1a,Pasture and agriculture — (a) Ordinary cultivation,315,34443,7301,799,227,5,26343
Tulkarm,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1b,Pasture and agriculture — (b) Growers of special products and market gardening,317,806,311,27,6,0,468
Tulkarm,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1c,Pasture and agriculture — (c) Forestry,318,11,4,0,0,0,7
Tulkarm,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1d,Pasture and agriculture — (d) Raising of farm stock and stud service,319,1437,446,27,29,1,964
Tulkarm,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1e,Pasture and agriculture — (e) Raising of small animals,321,24,7,4,0,0,13
Tulkarm,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1f,Pasture and agriculture — (f) Agricultural machines service,322,39,20,0,0,0,19
Tulkarm,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2,Fishing and hunting,323,2,1,0,0,0,1
Tulkarm,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Tulkarm,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,0,0,0,0,0,0
Tulkarm,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,114,39,0,1,0,75
Tulkarm,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,1,0,0,0,0,1
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,213,51,6,0,0,156
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,0,0,0,0,0,0
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,8,Wood,333,258,72,1,2,0,185
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,9,Metals,334,236,63,0,2,0,173
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,25,6,2,1,0,17
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,2,2,0,0,0,0
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,370,79,1,4,0,290
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,637,166,32,5,1,439
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,19,7,0,0,0,12
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,328,103,1,2,0,224
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,25,7,0,0,0,18
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,3,3,0,0,0,0
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,54,11,0,0,0,43
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,27,9,0,0,0,18
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,0,0,0,0,0,0
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,1,1,0,0,0,0
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,1104,293,0,6,0,811
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,314,110,1,1,0,203
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,12,3,0,0,0,9
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,4,1,0,0,0,3
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,25,5,0,0,0,20
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,373,59,2,10,0,312
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,11,2,0,0,0,9
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,3,1,0,0,0,2
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,16,3,0,0,0,13
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,13,7,1,0,0,5
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,14,2,0,0,0,12
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,159,39,0,3,0,120
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,1996,438,13,24,0,1545
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,204,42,2,2,0,160
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,1,0,0,0,0,1
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,12,2,0,0,0,10
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,47,8,0,1,0,39
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,12,2,1,0,0,9
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,7,4,0,0,0,3
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,5,1,0,1,0,4
Tulkarm,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,268,73,1,4,0,194
Tulkarm,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,6,1,0,0,0,5
Tulkarm,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,44,Navy,381,1,0,0,0,0,1
Tulkarm,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,45,Police,381,346,115,1,6,0,230
Tulkarm,subdistrict,Northern,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,284,74,2,6,0,208
Tulkarm,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,116,24,0,1,0,92
Tulkarm,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,75,16,0,3,0,59
Tulkarm,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,76,11,34,0,2,31
Tulkarm,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,337,93,11,11,0,233
Tulkarm,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,34,21,4,0,0,9
Tulkarm,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,0,0,0,0,0,0
Tulkarm,subdistrict,Northern,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,176,25,16,1,0,135
Tulkarm,subdistrict,Northern,D,Miscellaneous,X,Domestic service,54,Domestic service,392,286,74,89,8,0,123
Tulkarm,subdistrict,Northern,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,314,94,4,3,0,216
Tulkarm,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,383,382,0,0,0,1
Tulkarm,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,218,21,14,0,0,183
Tulkarm,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,58,Persons without any occupation,396,1,1,0,0,0,0
Nablus,subdistrict,Northern,,,,,0,TOTAL ALL CLASSES,315,68490,15093,1622,382,25,51775
Nablus,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1,Pasture and agriculture,315,48125,10481,1267,259,16,36377
Nablus,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1a,Pasture and agriculture — (a) Ordinary cultivation,315,44109,9321,1141,94,3,33647
Nablus,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1b,Pasture and agriculture — (b) Growers of special products and market gardening,317,2067,445,95,113,12,1527
Nablus,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1c,Pasture and agriculture — (c) Forestry,318,48,11,0,0,0,37
Nablus,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1d,Pasture and agriculture — (d) Raising of farm stock and stud service,319,1856,693,20,51,1,1143
Nablus,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1e,Pasture and agriculture — (e) Raising of small animals,321,20,4,11,1,0,5
Nablus,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1f,Pasture and agriculture — (f) Agricultural machines service,322,25,7,0,0,0,18
Nablus,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2,Fishing and hunting,323,1,1,0,0,0,0
Nablus,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Nablus,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,0,0,0,0,0,0
Nablus,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,622,156,0,0,0,466
Nablus,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,0,0,0,0,0,0
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,141,36,0,1,0,105
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,76,16,0,0,0,60
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,8,Wood,333,416,109,0,1,0,307
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,9,Metals,334,450,113,0,0,0,337
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,9,1,0,0,0,8
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,546,105,0,6,0,441
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,990,206,0,3,0,784
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,1659,381,31,3,1,1247
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,105,23,0,0,0,82
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,1812,419,4,4,0,1389
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,128,22,0,0,0,106
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,6,1,0,0,0,5
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,97,22,0,0,0,75
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,84,28,0,0,0,56
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,0,0,0,0,0,0
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,60,1,0,0,0,59
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,2189,625,4,27,0,1560
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,252,35,0,3,0,217
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,57,9,0,0,0,48
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,36,10,0,0,0,26
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,147,40,0,0,0,107
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,788,121,4,7,0,663
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,62,12,0,0,0,50
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,25,3,1,0,0,21
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,8,2,0,0,0,6
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,19,19,0,0,0,0
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,29,6,1,0,0,22
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,480,136,0,0,0,344
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,2558,555,8,21,0,1995
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,128,35,0,0,0,93
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,8,3,0,0,0,5
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,31,4,0,0,0,27
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,28,7,0,0,0,21
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,40,12,0,0,0,28
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,55,12,0,1,0,43
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,0,0,0,0,0,0
Nablus,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,1134,259,2,3,0,873
Nablus,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,79,49,0,1,0,30
Nablus,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,44,Navy,381,0,0,0,0,0,0
Nablus,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,45,Police,381,579,168,0,2,0,411
Nablus,subdistrict,Northern,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,591,117,0,0,0,474
Nablus,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,272,58,8,1,0,206
Nablus,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,139,30,0,1,0,109
Nablus,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,196,28,55,3,0,113
Nablus,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,470,94,5,1,0,371
Nablus,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,102,26,6,1,0,70
Nablus,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,26,0,1,0,0,25
Nablus,subdistrict,Northern,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,861,121,56,21,8,684
Nablus,subdistrict,Northern,D,Miscellaneous,X,Domestic service,54,Domestic service,392,748,197,146,4,0,405
Nablus,subdistrict,Northern,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,493,147,1,8,0,345
Nablus,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,97,6,0,0,0,91
Nablus,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,436,26,22,0,0,388
Nablus,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,58,Persons without any occupation,396,0,0,0,0,0,0
Jenin,subdistrict,Northern,,,,,0,TOTAL ALL CLASSES,315,41411,9538,1374,348,26,30499
Jenin,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1,Pasture and agriculture,315,33991,7650,1166,260,24,25175
Jenin,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1a,Pasture and agriculture — (a) Ordinary cultivation,315,27979,6180,975,148,9,20824
Jenin,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1b,Pasture and agriculture — (b) Growers of special products and market gardening,317,3279,666,151,77,13,2462
Jenin,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1c,Pasture and agriculture — (c) Forestry,318,361,106,4,3,0,251
Jenin,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1d,Pasture and agriculture — (d) Raising of farm stock and stud service,319,2367,698,33,32,2,1636
Jenin,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1e,Pasture and agriculture — (e) Raising of small animals,321,5,0,3,0,0,2
Jenin,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1f,Pasture and agriculture — (f) Agricultural machines service,322,0,0,0,0,0,0
Jenin,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2,Fishing and hunting,323,1,0,0,0,0,1
Jenin,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Jenin,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,0,0,0,0,0,0
Jenin,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,102,25,0,0,0,77
Jenin,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,0,0,0,0,0,0
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,12,4,0,0,0,8
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,1,1,0,0,0,0
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,8,Wood,333,234,58,1,6,0,175
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,9,Metals,334,166,43,0,0,0,123
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,38,11,0,0,0,27
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,2,1,0,0,0,1
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,240,57,1,3,0,182
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,404,107,36,0,2,261
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,7,2,0,0,0,5
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,386,115,3,3,0,268
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,7,3,0,0,0,4
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,0,0,0,0,0,0
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,4,2,0,0,0,2
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,4,1,0,0,0,3
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,0,0,0,0,0,0
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,4,0,0,0,0,4
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,1495,408,1,11,0,1086
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,151,40,1,0,0,110
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,11,4,0,0,0,7
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,0,0,0,0,0,0
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,12,3,1,0,0,8
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,264,66,3,8,0,195
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,1,0,0,0,0,1
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,2,1,0,0,0,1
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,0,0,0,0,0,0
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,3,2,1,0,0,0
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,13,6,0,0,0,7
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,112,35,1,0,0,76
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,1751,413,11,31,0,1327
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,13,3,0,0,0,10
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,0,0,0,0,0,0
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,1,1,0,0,0,0
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,48,12,1,2,0,35
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,27,6,1,0,0,20
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,11,3,0,0,0,8
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,0,0,0,0,0,0
Jenin,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,80,32,1,1,0,47
Jenin,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,4,1,0,0,0,3
Jenin,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,44,Navy,381,0,0,0,0,0,0
Jenin,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,45,Police,381,227,63,0,4,0,164
Jenin,subdistrict,Northern,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,189,44,1,6,0,144
Jenin,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,245,49,2,3,0,194
Jenin,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,55,10,0,1,0,45
Jenin,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,64,5,32,1,0,27
Jenin,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,149,38,6,3,0,105
Jenin,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,28,20,0,1,0,8
Jenin,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,17,0,0,0,0,17
Jenin,subdistrict,Northern,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,169,27,12,2,0,130
Jenin,subdistrict,Northern,D,Miscellaneous,X,Domestic service,54,Domestic service,392,176,48,81,0,0,47
Jenin,subdistrict,Northern,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,277,111,2,2,0,164
Jenin,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,23,0,0,0,0,23
Jenin,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,190,7,9,0,0,174
Jenin,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,58,Persons without any occupation,396,0,0,0,0,0,0
Nazareth,subdistrict,Northern,,,,,0,TOTAL ALL CLASSES,315,28592,7097,1075,161,16,20420
