unit,unit_type,district,class,class_label,sub_class,sub_class_label,order,order_label,book_page,total,earners_males,earners_females,partly_agriculturists_males,partly_agriculturists_females,dependants_and_working_dependants
Nazareth,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1,Pasture and agriculture,315,15941,3935,445,115,14,11561
Nazareth,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1a,Pasture and agriculture — (a) Ordinary cultivation,315,13341,3213,407,97,13,9721
Nazareth,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1b,Pasture and agriculture — (b) Growers of special products and market gardening,317,567,137,12,4,0,418
Nazareth,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1c,Pasture and agriculture — (c) Forestry,318,131,28,2,4,0,101
Nazareth,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1d,Pasture and agriculture — (d) Raising of farm stock and stud service,319,1877,554,16,9,1,1307
Nazareth,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1e,Pasture and agriculture — (e) Raising of small animals,321,25,3,8,1,0,14
Nazareth,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1f,Pasture and agriculture — (f) Agricultural machines service,322,0,0,0,0,0,0
Nazareth,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2,Fishing and hunting,323,2,0,0,0,0,2
Nazareth,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Nazareth,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,0,0,0,0,0,0
Nazareth,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,287,66,0,0,0,221
Nazareth,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,0,0,0,0,0,0
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,83,12,20,0,0,51
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,16,4,0,0,0,12
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,8,Wood,333,424,104,0,2,0,320
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,9,Metals,334,350,97,0,2,0,253
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,15,2,1,0,0,12
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,9,1,0,0,0,8
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,422,99,2,1,0,321
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,655,172,62,3,0,421
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,16,8,0,0,0,8
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,874,192,1,1,0,681
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,56,12,0,0,0,44
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,2,2,0,0,0,0
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,52,12,0,0,0,40
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,13,6,0,0,0,7
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,0,0,0,0,0,0
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,1,0,0,0,0,1
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,1127,321,5,5,0,801
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,84,21,0,0,0,63
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,44,17,0,0,0,27
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,27,12,1,0,0,14
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,79,22,1,0,0,56
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,86,21,0,0,0,65
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,8,1,0,0,0,7
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,0,0,0,0,0,0
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,6,2,0,0,0,4
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,1,1,0,0,0,0
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,71,14,0,0,0,57
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,266,66,12,0,0,188
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,795,206,18,4,1,571
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,17,3,2,0,0,12
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,3,1,0,0,0,2
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,16,5,0,0,0,11
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,42,9,0,0,0,33
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,2,1,1,0,0,0
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,18,9,2,0,0,7
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,0,0,0,0,0,0
Nazareth,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,55,24,0,0,0,31
Nazareth,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,184,180,0,0,0,4
Nazareth,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,44,Navy,381,0,0,0,0,0,0
Nazareth,subdistrict,Northern,C,Public administration and liberal arts,VI,Public force,45,Police,381,308,106,1,1,0,201
Nazareth,subdistrict,Northern,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,361,87,0,2,0,274
Nazareth,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,329,55,5,2,0,269
Nazareth,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,60,13,0,1,0,47
Nazareth,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,140,20,58,1,0,62
Nazareth,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,332,72,48,0,1,212
Nazareth,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,53,13,0,1,0,40
Nazareth,subdistrict,Northern,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,4,0,4,0,0,0
Nazareth,subdistrict,Northern,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,801,64,60,2,0,677
Nazareth,subdistrict,Northern,D,Miscellaneous,X,Domestic service,54,Domestic service,392,503,89,210,0,0,204
Nazareth,subdistrict,Northern,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,3313,896,88,18,0,2329
Nazareth,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,9,7,0,0,0,2
Nazareth,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,230,15,28,0,0,187
Nazareth,subdistrict,Northern,D,Miscellaneous,XII,Unproductive,58,Persons without any occupation,396,0,0,0,0,0,0
Beisan,subdistrict,Northern,,,,,0,TOTAL ALL CLASSES,315,15123,4672,789,26,2,9662
Beisan,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1,Pasture and agriculture,315,11278,3188,644,15,1,7446
Beisan,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1a,Pasture and agriculture — (a) Ordinary cultivation,315,9337,2456,589,5,1,6292
Beisan,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1b,Pasture and agriculture — (b) Growers of special products and market gardening,317,307,105,6,2,0,196
Beisan,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1c,Pasture and agriculture — (c) Forestry,318,9,4,0,0,0,5
Beisan,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1d,Pasture and agriculture — (d) Raising of farm stock and stud service,319,1617,620,48,8,0,949
Beisan,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1e,Pasture and agriculture — (e) Raising of small animals,321,7,2,1,0,0,4
Beisan,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,1f,Pasture and agriculture — (f) Agricultural machines service,322,1,1,0,0,0,0
Beisan,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2,Fishing and hunting,323,8,5,0,0,0,3
Beisan,subdistrict,Northern,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Beisan,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,0,0,0,0,0,0
Beisan,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,19,19,0,0,0,0
Beisan,subdistrict,Northern,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,0,0,0,0,0,0
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,21,6,0,0,0,15
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,2,2,0,0,0,0
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,8,Wood,333,94,43,0,0,0,51
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,9,Metals,334,101,37,1,1,0,63
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,0,0,0,0,0,0
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,0,0,0,0,0,0
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,95,38,0,0,0,57
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,175,49,13,0,0,113
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,8,3,0,0,0,5
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,462,220,7,0,0,235
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,2,2,0,0,0,0
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,58,46,2,0,0,10
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,10,4,0,0,0,6
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,3,2,0,0,0,1
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,0,0,0,0,0,0
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,0,0,0,0,0,0
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,269,109,1,0,0,159
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,104,32,0,0,0,72
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,23,10,0,1,0,13
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,0,0,0,0,0,0
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,39,10,0,0,0,29
Beisan,subdistrict,Northern,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,211,57,1,3,0,153
