unit,unit_type,religion,age_group,persons,males,females
Jerusalem,subdistrict,others,4-5,0,0,0
Jerusalem,subdistrict,others,0-5,5,2,3
Jerusalem,subdistrict,others,5-10,1,0,1
Jerusalem,subdistrict,others,10-15,0,0,0
Jerusalem,subdistrict,others,15-20,5,4,1
Jerusalem,subdistrict,others,20-25,13,9,4
Jerusalem,subdistrict,others,25-30,11,8,3
Jerusalem,subdistrict,others,30-35,7,5,2
Jerusalem,subdistrict,others,35-40,4,3,1
Jerusalem,subdistrict,others,40-45,1,1,0
Jerusalem,subdistrict,others,45-50,0,0,0
Jerusalem,subdistrict,others,50-55,2,1,1
Jerusalem,subdistrict,others,55-60,2,2,0
Jerusalem,subdistrict,others,60-65,0,0,0
Jerusalem,subdistrict,others,65-70,0,0,0
Jerusalem,subdistrict,others,70-75,0,0,0
Jerusalem,subdistrict,others,75+,1,1,0
Jerusalem,subdistrict,others,not_recorded,0,0,0
Jericho,subdistrict,all,total,3356,2111,1245
Jericho,subdistrict,all,0-1,66,36,30
Jericho,subdistrict,all,1-2,79,41,38
Jericho,subdistrict,all,2-3,107,65,42
Jericho,subdistrict,all,3-4,94,42,52
Jericho,subdistrict,all,4-5,95,46,49
Jericho,subdistrict,all,0-5,441,230,211
Jericho,subdistrict,all,5-10,357,194,163
Jericho,subdistrict,all,10-15,199,118,81
Jericho,subdistrict,all,15-20,237,145,92
Jericho,subdistrict,all,20-25,392,266,126
Jericho,subdistrict,all,25-30,462,324,138
Jericho,subdistrict,all,30-35,374,260,114
Jericho,subdistrict,all,35-40,253,174,79
Jericho,subdistrict,all,40-45,232,143,89
Jericho,subdistrict,all,45-50,104,68,36
Jericho,subdistrict,all,50-55,115,69,46
Jericho,subdistrict,all,55-60,28,24,4
Jericho,subdistrict,all,60-65,86,48,38
Jericho,subdistrict,all,65-70,20,15,5
Jericho,subdistrict,all,70-75,29,17,12
Jericho,subdistrict,all,75+,27,16,11
Jericho,subdistrict,all,not_recorded,0,0,0
Jericho,subdistrict,moslems,total,2822,1691,1131
Jericho,subdistrict,moslems,0-1,61,34,27
Jericho,subdistrict,moslems,1-2,78,40,38
Jericho,subdistrict,moslems,2-3,100,61,39
Jericho,subdistrict,moslems,3-4,90,40,50
Jericho,subdistrict,moslems,4-5,93,45,48
Jericho,subdistrict,moslems,0-5,422,220,202
Jericho,subdistrict,moslems,5-10,342,183,159
Jericho,subdistrict,moslems,10-15,189,115,74
Jericho,subdistrict,moslems,15-20,213,131,82
Jericho,subdistrict,moslems,20-25,296,191,105
Jericho,subdistrict,moslems,25-30,341,211,130
Jericho,subdistrict,moslems,30-35,292,187,105
Jericho,subdistrict,moslems,35-40,210,141,69
Jericho,subdistrict,moslems,40-45,197,117,80
Jericho,subdistrict,moslems,45-50,87,56,31
Jericho,subdistrict,moslems,50-55,93,53,40
Jericho,subdistrict,moslems,55-60,15,14,1
Jericho,subdistrict,moslems,60-65,72,38,34
Jericho,subdistrict,moslems,65-70,12,10,2
Jericho,subdistrict,moslems,70-75,22,12,10
Jericho,subdistrict,moslems,75+,19,12,7
Jericho,subdistrict,moslems,not_recorded,0,0,0
Jericho,subdistrict,jews,total,243,227,16
Jericho,subdistrict,jews,0-1,0,0,0
Jericho,subdistrict,jews,1-2,0,0,0
Jericho,subdistrict,jews,2-3,1,1,0
Jericho,subdistrict,jews,3-4,0,0,0
Jericho,subdistrict,jews,4-5,0,0,0
Jericho,subdistrict,jews,0-5,1,1,0
Jericho,subdistrict,jews,5-10,0,0,0
Jericho,subdistrict,jews,10-15,0,0,0
Jericho,subdistrict,jews,15-20,7,6,1
Jericho,subdistrict,jews,20-25,65,55,10
Jericho,subdistrict,jews,25-30,94,91,3
Jericho,subdistrict,jews,30-35,50,49,1
Jericho,subdistrict,jews,35-40,17,16,1
Jericho,subdistrict,jews,40-45,7,7,0
Jericho,subdistrict,jews,45-50,2,2,0
Jericho,subdistrict,jews,50-55,0,0,0
Jericho,subdistrict,jews,55-60,0,0,0
Jericho,subdistrict,jews,60-65,0,0,0
Jericho,subdistrict,jews,65-70,0,0,0
Jericho,subdistrict,jews,70-75,0,0,0
Jericho,subdistrict,jews,75+,0,0,0
Jericho,subdistrict,jews,not_recorded,0,0,0
Jericho,subdistrict,christians,total,263,170,93
Jericho,subdistrict,christians,0-1,5,2,3
Jericho,subdistrict,christians,1-2,0,0,0
Jericho,subdistrict,christians,2-3,6,3,3
Jericho,subdistrict,christians,3-4,4,2,2
Jericho,subdistrict,christians,4-5,2,1,1
Jericho,subdistrict,christians,0-5,17,8,9
Jericho,subdistrict,christians,5-10,14,10,4
Jericho,subdistrict,christians,10-15,8,2,6
Jericho,subdistrict,christians,15-20,14,7,7
Jericho,subdistrict,christians,20-25,27,16,11
Jericho,subdistrict,christians,25-30,21,17,4
Jericho,subdistrict,christians,30-35,26,18,8
Jericho,subdistrict,christians,35-40,25,16,9
Jericho,subdistrict,christians,40-45,24,16,8
Jericho,subdistrict,christians,45-50,15,10,5
Jericho,subdistrict,christians,50-55,22,16,6
Jericho,subdistrict,christians,55-60,13,10,3
Jericho,subdistrict,christians,60-65,14,10,4
Jericho,subdistrict,christians,65-70,8,5,3
Jericho,subdistrict,christians,70-75,7,5,2
Jericho,subdistrict,christians,75+,8,4,4
Jericho,subdistrict,christians,not_recorded,0,0,0
Jericho,subdistrict,others,total,28,23,5
Jericho,subdistrict,others,0-1,0,0,0
Jericho,subdistrict,others,1-2,1,1,0
Jericho,subdistrict,others,2-3,0,0,0
Jericho,subdistrict,others,3-4,0,0,0
Jericho,subdistrict,others,4-5,0,0,0
Jericho,subdistrict,others,0-5,1,1,0
Jericho,subdistrict,others,5-10,1,1,0
Jericho,subdistrict,others,10-15,2,1,1
Jericho,subdistrict,others,15-20,3,1,2
Jericho,subdistrict,others,20-25,4,4,0
Jericho,subdistrict,others,25-30,6,5,1
Jericho,subdistrict,others,30-35,6,6,0
Jericho,subdistrict,others,35-40,1,1,0
Jericho,subdistrict,others,40-45,4,3,1
Jericho,subdistrict,others,45-50,0,0,0
Jericho,subdistrict,others,50-55,0,0,0
Jericho,subdistrict,others,55-60,0,0,0
Jericho,subdistrict,others,60-65,0,0,0
Jericho,subdistrict,others,65-70,0,0,0
Jericho,subdistrict,others,70-75,0,0,0
Jericho,subdistrict,others,75+,0,0,0
Jericho,subdistrict,others,not_recorded,0,0,0
Ramallah,subdistrict,all,total,39062,18803,20259
Ramallah,subdistrict,all,0-1,1532,804,728
Ramallah,subdistrict,all,1-2,1161,563,598
Ramallah,subdistrict,all,2-3,1456,740,716
Ramallah,subdistrict,all,3-4,1418,731,687
Ramallah,subdistrict,all,4-5,1353,670,683
Ramallah,subdistrict,all,0-5,6920,3508,3412
Ramallah,subdistrict,all,5-10,5899,3146,2753
Ramallah,subdistrict,all,10-15,3085,1605,1480
Ramallah,subdistrict,all,15-20,2030,1027,1003
Ramallah,subdistrict,all,20-25,3224,1566,1658
Ramallah,subdistrict,all,25-30,3299,1470,1829
Ramallah,subdistrict,all,30-35,2590,1068,1522
Ramallah,subdistrict,all,35-40,2640,1126,1514
Ramallah,subdistrict,all,40-45,2058,823,1235
Ramallah,subdistrict,all,45-50,1759,830,929
Ramallah,subdistrict,all,50-55,1516,699,817
Ramallah,subdistrict,all,55-60,1004,509,495
Ramallah,subdistrict,all,60-65,1152,568,584
Ramallah,subdistrict,all,65-70,668,343,325
Ramallah,subdistrict,all,70-75,599,250,349
Ramallah,subdistrict,all,75+,613,262,351
Ramallah,subdistrict,all,not_recorded,6,3,3
Ramallah,subdistrict,moslems,total,31897,15530,16367
Ramallah,subdistrict,moslems,0-1,1262,668,594
Ramallah,subdistrict,moslems,1-2,941,451,490
Ramallah,subdistrict,moslems,2-3,1208,607,601
Ramallah,subdistrict,moslems,3-4,1152,580,572
Ramallah,subdistrict,moslems,4-5,1131,546,585
Ramallah,subdistrict,moslems,0-5,5694,2852,2842
Ramallah,subdistrict,moslems,5-10,4739,2553,2186
Ramallah,subdistrict,moslems,10-15,2474,1297,1177
Ramallah,subdistrict,moslems,15-20,1494,804,690
Ramallah,subdistrict,moslems,20-25,2645,1306,1339
Ramallah,subdistrict,moslems,25-30,2795,1274,1521
Ramallah,subdistrict,moslems,30-35,2162,905,1257
Ramallah,subdistrict,moslems,35-40,2222,970,1252
Ramallah,subdistrict,moslems,40-45,1754,713,1041
Ramallah,subdistrict,moslems,45-50,1463,728,735
Ramallah,subdistrict,moslems,50-55,1270,586,684
Ramallah,subdistrict,moslems,55-60,799,410,389
Ramallah,subdistrict,moslems,60-65,929,456,473
Ramallah,subdistrict,moslems,65-70,517,273,244
Ramallah,subdistrict,moslems,70-75,452,177,275
Ramallah,subdistrict,moslems,75+,483,224,259
Ramallah,subdistrict,moslems,not_recorded,5,2,3
Ramallah,subdistrict,jews,total,1,0,1
Ramallah,subdistrict,jews,0-1,0,0,0
Ramallah,subdistrict,jews,1-2,0,0,0
Ramallah,subdistrict,jews,2-3,0,0,0
Ramallah,subdistrict,jews,3-4,0,0,0
Ramallah,subdistrict,jews,4-5,0,0,0
Ramallah,subdistrict,jews,0-5,0,0,0
Ramallah,subdistrict,jews,5-10,1,0,1
Ramallah,subdistrict,jews,10-15,0,0,0
Ramallah,subdistrict,jews,15-20,0,0,0
Ramallah,subdistrict,jews,20-25,0,0,0
Ramallah,subdistrict,jews,25-30,0,0,0
Ramallah,subdistrict,jews,30-35,0,0,0
Ramallah,subdistrict,jews,35-40,0,0,0
Ramallah,subdistrict,jews,40-45,0,0,0
Ramallah,subdistrict,jews,45-50,0,0,0
Ramallah,subdistrict,jews,50-55,0,0,0
Ramallah,subdistrict,jews,55-60,0,0,0
Ramallah,subdistrict,jews,60-65,0,0,0
Ramallah,subdistrict,jews,65-70,0,0,0
Ramallah,subdistrict,jews,70-75,0,0,0
Ramallah,subdistrict,jews,75+,0,0,0
Ramallah,subdistrict,jews,not_recorded,0,0,0
Ramallah,subdistrict,christians,total,7164,3273,3891
Ramallah,subdistrict,christians,0-1,270,136,134
Ramallah,subdistrict,christians,1-2,220,112,108
Ramallah,subdistrict,christians,2-3,248,133,115
Ramallah,subdistrict,christians,3-4,266,151,115
Ramallah,subdistrict,christians,4-5,222,124,98
Ramallah,subdistrict,christians,0-5,1226,656,570
Ramallah,subdistrict,christians,5-10,1159,593,566
Ramallah,subdistrict,christians,10-15,611,308,303
Ramallah,subdistrict,christians,15-20,536,223,313
Ramallah,subdistrict,christians,20-25,579,260,319
Ramallah,subdistrict,christians,25-30,504,196,308
Ramallah,subdistrict,christians,30-35,428,163,265
Ramallah,subdistrict,christians,35-40,418,156,262
Ramallah,subdistrict,christians,40-45,304,110,194
Ramallah,subdistrict,christians,45-50,296,102,194
Ramallah,subdistrict,christians,50-55,246,113,133
Ramallah,subdistrict,christians,55-60,205,99,106
Ramallah,subdistrict,christians,60-65,223,112,111
Ramallah,subdistrict,christians,65-70,151,70,81
Ramallah,subdistrict,christians,70-75,147,73,74
Ramallah,subdistrict,christians,75+,130,38,92
Ramallah,subdistrict,christians,not_recorded,1,1,0
Ramallah,subdistrict,others,total,0,0,0
Ramallah,subdistrict,others,0-1,0,0,0
Ramallah,subdistrict,others,1-2,0,0,0
Ramallah,subdistrict,others,2-3,0,0,0
Ramallah,subdistrict,others,3-4,0,0,0
Ramallah,subdistrict,others,4-5,0,0,0
Ramallah,subdistrict,others,0-5,0,0,0
Ramallah,subdistrict,others,5-10,0,0,0
Ramallah,subdistrict,others,10-15,0,0,0
Ramallah,subdistrict,others,15-20,0,0,0
Ramallah,subdistrict,others,20-25,0,0,0
Ramallah,subdistrict,others,25-30,0,0,0
Ramallah,subdistrict,others,30-35,0,0,0
Ramallah,subdistrict,others,35-40,0,0,0
Ramallah,subdistrict,others,40-45,0,0,0
Ramallah,subdistrict,others,45-50,0,0,0
Ramallah,subdistrict,others,50-55,0,0,0
Ramallah,subdistrict,others,55-60,0,0,0
Ramallah,subdistrict,others,60-65,0,0,0
Ramallah,subdistrict,others,65-70,0,0,0
Ramallah,subdistrict,others,70-75,0,0,0
Ramallah,subdistrict,others,75+,0,0,0
Ramallah,subdistrict,others,not_recorded,0,0,0
Northern,district,all,total,407246,206739,200507
Northern,district,all,0-1,15548,8161,7387
Northern,district,all,1-2,12384,6365,6019
Northern,district,all,2-3,14736,7476,7260
Northern,district,all,3-4,14288,7187,7101
Northern,district,all,4-5,13521,6831,6690
Northern,district,all,0-5,70477,36020,34457
Northern,district,all,5-10,56363,29718,26645
Northern,district,all,10-15,33805,18527,15278
Northern,district,all,15-20,26507,14250,12257
Northern,district,all,20-25,37850,19133,18717
Northern,district,all,25-30,40573,20581,19992
Northern,district,all,30-35,31020,15340,15680
Northern,district,all,35-40,25809,13209,12600
Northern,district,all,40-45,20494,9515,10979
Northern,district,all,45-50,15587,7989,7598
Northern,district,all,50-55,14489,6676,7813
Northern,district,all,55-60,7600,3876,3724
Northern,district,all,60-65,10297,4474,5823
Northern,district,all,65-70,5155,2505,2650
Northern,district,all,70-75,5285,2208,3077
Northern,district,all,75+,5829,2659,3170
Northern,district,all,not_recorded,106,59,47
Northern,district,moslems,total,318890,161229,157661
Northern,district,moslems,0-1,12595,6592,6003
Northern,district,moslems,1-2,9975,5095,4880
Northern,district,moslems,2-3,12058,6056,6002
Northern,district,moslems,3-4,11770,5919,5851
Northern,district,moslems,4-5,11007,5514,5493
Northern,district,moslems,0-5,57405,29176,28229
Northern,district,moslems,5-10,45600,24155,21445
Northern,district,moslems,10-15,27339,15137,12202
Northern,district,moslems,15-20,20394,11159,9235
Northern,district,moslems,20-25,28012,13874,14138
Northern,district,moslems,25-30,29820,14862,14958
Northern,district,moslems,30-35,23236,11059,12177
Northern,district,moslems,35-40,20383,10383,10000
Northern,district,moslems,40-45,16439,7573,8866
Northern,district,moslems,45-50,12453,6465,5988
Northern,district,moslems,50-55,11438,5236,6202
Northern,district,moslems,55-60,5593,2907,2686
Northern,district,moslems,60-65,8088,3475,4613
Northern,district,moslems,65-70,3816,1879,1937
Northern,district,moslems,70-75,4140,1706,2434
Northern,district,moslems,75+,4667,2154,2513
Northern,district,moslems,not_recorded,67,29,38
Northern,district,jews,total,40928,21379,19549
Northern,district,jews,0-1,1303,688,615
Northern,district,jews,1-2,1100,568,532
Northern,district,jews,2-3,1179,614,565
Northern,district,jews,3-4,1113,564,549
Northern,district,jews,4-5,1139,595,544
Northern,district,jews,0-5,5834,3029,2805
Northern,district,jews,5-10,4678,2411,2267
Northern,district,jews,10-15,2715,1396,1319
Northern,district,jews,15-20,2620,1346,1274
Northern,district,jews,20-25,4817,2465,2352
Northern,district,jews,25-30,6281,3339,2942
Northern,district,jews,30-35,4408,2525,1883
Northern,district,jews,35-40,2506,1398,1108
Northern,district,jews,40-45,1700,891,809
Northern,district,jews,45-50,1105,568,537
Northern,district,jews,50-55,1178,560,618
Northern,district,jews,55-60,809,385,424
Northern,district,jews,60-65,967,451,516
Northern,district,jews,65-70,533,248,285
Northern,district,jews,70-75,445,202,243
Northern,district,jews,75+,295,137,158
Northern,district,jews,not_recorded,37,28,9
Northern,district,christians,total,37755,19270,18485
Northern,district,christians,0-1,1279,684,595
Northern,district,christians,1-2,1032,552,480
Northern,district,christians,2-3,1130,604,526
Northern,district,christians,3-4,1090,552,538
Northern,district,christians,4-5,1047,559,488
Northern,district,christians,0-5,5578,2951,2627
Northern,district,christians,5-10,4805,2495,2310
Northern,district,christians,10-15,2850,1508,1342
Northern,district,christians,15-20,2942,1474,1468
Northern,district,christians,20-25,4295,2452,1843
Northern,district,christians,25-30,3615,1948,1667
Northern,district,christians,30-35,2652,1394,1258
Northern,district,christians,35-40,2308,1131,1177
Northern,district,christians,40-45,1804,806,998
Northern,district,christians,45-50,1641,752,889
Northern,district,christians,50-55,1524,722,802
Northern,district,christians,55-60,959,450,509
Northern,district,christians,60-65,967,421,546
Northern,district,christians,65-70,631,286,345
Northern,district,christians,70-75,541,225,316
Northern,district,christians,75+,642,254,388
Northern,district,christians,not_recorded,1,1,0
Northern,district,others,total,9673,4861,4812
Northern,district,others,0-1,371,197,174
Northern,district,others,1-2,277,150,127
Northern,district,others,2-3,369,202,167
Northern,district,others,3-4,315,152,163
Northern,district,others,4-5,328,163,165
Northern,district,others,0-5,1660,864,796
Northern,district,others,5-10,1280,657,623
Northern,district,others,10-15,901,486,415
Northern,district,others,15-20,551,271,280
Northern,district,others,20-25,726,342,384
Northern,district,others,25-30,857,432,425
Northern,district,others,30-35,724,362,362
Northern,district,others,35-40,612,297,315
Northern,district,others,40-45,551,245,306
Northern,district,others,45-50,388,204,184
Northern,district,others,50-55,349,158,191
Northern,district,others,55-60,238,134,104
Northern,district,others,60-65,276,127,149
Northern,district,others,65-70,175,92,83
Northern,district,others,70-75,159,75,84
Northern,district,others,75+,225,114,111
Northern,district,others,not_recorded,1,1,0
Tulkarm,subdistrict,all,total,46328,23466,22862
Tulkarm,subdistrict,all,0-1,1770,918,852
Tulkarm,subdistrict,all,1-2,1571,790,781
Tulkarm,subdistrict,all,2-3,1832,932,900
Tulkarm,subdistrict,all,3-4,1786,929,857
Tulkarm,subdistrict,all,4-5,1726,851,875
Tulkarm,subdistrict,all,0-5,8685,4420,4265
Tulkarm,subdistrict,all,5-10,6283,3374,2909
Tulkarm,subdistrict,all,10-15,3599,2014,1585
Tulkarm,subdistrict,all,15-20,3058,1717,1341
Tulkarm,subdistrict,all,20-25,4331,2136,2195
Tulkarm,subdistrict,all,25-30,4592,2325,2267
Tulkarm,subdistrict,all,30-35,3225,1571,1654
Tulkarm,subdistrict,all,35-40,2928,1503,1425
Tulkarm,subdistrict,all,40-45,2319,1055,1264
Tulkarm,subdistrict,all,45-50,1798,894,904
Tulkarm,subdistrict,all,50-55,1675,770,905
Tulkarm,subdistrict,all,55-60,834,389,445
Tulkarm,subdistrict,all,60-65,1203,502,701
Tulkarm,subdistrict,all,65-70,560,291,269
Tulkarm,subdistrict,all,70-75,575,215,360
Tulkarm,subdistrict,all,75+,661,288,373
Tulkarm,subdistrict,all,not_recorded,2,2,0
Tulkarm,subdistrict,moslems,total,45290,22820,22470
Tulkarm,subdistrict,moslems,0-1,1745,902,843
Tulkarm,subdistrict,moslems,1-2,1538,772,766
Tulkarm,subdistrict,moslems,2-3,1801,917,884
Tulkarm,subdistrict,moslems,3-4,1757,913,844
Tulkarm,subdistrict,moslems,4-5,1700,838,862
Tulkarm,subdistrict,moslems,0-5,8541,4342,4199
Tulkarm,subdistrict,moslems,5-10,6208,3335,2873
Tulkarm,subdistrict,moslems,10-15,3563,1992,1571
Tulkarm,subdistrict,moslems,15-20,3014,1690,1324
Tulkarm,subdistrict,moslems,20-25,4177,2030,2147
Tulkarm,subdistrict,moslems,25-30,4318,2164,2154
Tulkarm,subdistrict,moslems,30-35,3086,1471,1615
Tulkarm,subdistrict,moslems,35-40,2872,1460,1412
Tulkarm,subdistrict,moslems,40-45,2282,1031,1251
Tulkarm,subdistrict,moslems,45-50,1776,884,892
Tulkarm,subdistrict,moslems,50-55,1655,754,901
Tulkarm,subdistrict,moslems,55-60,821,381,440
Tulkarm,subdistrict,moslems,60-65,1192,494,698
Tulkarm,subdistrict,moslems,65-70,553,289,264
Tulkarm,subdistrict,moslems,70-75,572,214,358
Tulkarm,subdistrict,moslems,75+,658,287,371
Tulkarm,subdistrict,moslems,not_recorded,2,2,0
Tulkarm,subdistrict,jews,total,666,434,232
Tulkarm,subdistrict,jews,0-1,15,10,5
Tulkarm,subdistrict,jews,1-2,21,13,8
Tulkarm,subdistrict,jews,2-3,19,9,10
Tulkarm,subdistrict,jews,3-4,18,9,9
Tulkarm,subdistrict,jews,4-5,14,6,8
Tulkarm,subdistrict,jews,0-5,87,47,40
Tulkarm,subdistrict,jews,5-10,33,17,16
Tulkarm,subdistrict,jews,10-15,14,9,5
Tulkarm,subdistrict,jews,15-20,17,13,4
Tulkarm,subdistrict,jews,20-25,107,73,34
Tulkarm,subdistrict,jews,25-30,225,137,88
Tulkarm,subdistrict,jews,30-35,107,81,26
Tulkarm,subdistrict,jews,35-40,39,31,8
Tulkarm,subdistrict,jews,40-45,13,12,1
Tulkarm,subdistrict,jews,45-50,4,3,1
Tulkarm,subdistrict,jews,50-55,8,5,3
Tulkarm,subdistrict,jews,55-60,3,2,1
Tulkarm,subdistrict,jews,60-65,5,4,1
Tulkarm,subdistrict,jews,65-70,2,0,2
Tulkarm,subdistrict,jews,70-75,1,0,1
Tulkarm,subdistrict,jews,75+,1,0,1
Tulkarm,subdistrict,jews,not_recorded,0,0,0
Tulkarm,subdistrict,christians,total,356,203,153
Tulkarm,subdistrict,christians,0-1,10,6,4
Tulkarm,subdistrict,christians,1-2,12,5,7
Tulkarm,subdistrict,christians,2-3,11,6,5
Tulkarm,subdistrict,christians,3-4,11,7,4
Tulkarm,subdistrict,christians,4-5,11,7,4
Tulkarm,subdistrict,christians,0-5,55,31,24
Tulkarm,subdistrict,christians,5-10,41,21,20
Tulkarm,subdistrict,christians,10-15,21,12,9
Tulkarm,subdistrict,christians,15-20,26,13,13
Tulkarm,subdistrict,christians,20-25,47,33,14
Tulkarm,subdistrict,christians,25-30,47,23,24
Tulkarm,subdistrict,christians,30-35,32,19,13
Tulkarm,subdistrict,christians,35-40,17,12,5
Tulkarm,subdistrict,christians,40-45,21,10,11
Tulkarm,subdistrict,christians,45-50,16,6,10
Tulkarm,subdistrict,christians,50-55,11,11,0
Tulkarm,subdistrict,christians,55-60,9,5,4
Tulkarm,subdistrict,christians,60-65,6,4,2
Tulkarm,subdistrict,christians,65-70,4,2,2
Tulkarm,subdistrict,christians,70-75,1,0,1
Tulkarm,subdistrict,christians,75+,2,1,1
Tulkarm,subdistrict,christians,not_recorded,0,0,0
Tulkarm,subdistrict,others,total,16,9,7
Tulkarm,subdistrict,others,0-1,0,0,0
Tulkarm,subdistrict,others,1-2,0,0,0
Tulkarm,subdistrict,others,2-3,1,0,1
Tulkarm,subdistrict,others,3-4,0,0,0
Tulkarm,subdistrict,others,4-5,1,0,1
Tulkarm,subdistrict,others,0-5,2,0,2
Tulkarm,subdistrict,others,5-10,1,1,0
Tulkarm,subdistrict,others,10-15,1,1,0
Tulkarm,subdistrict,others,15-20,1,1,0
Tulkarm,subdistrict,others,20-25,0,0,0
Tulkarm,subdistrict,others,25-30,2,1,1
Tulkarm,subdistrict,others,30-35,0,0,0
Tulkarm,subdistrict,others,35-40,0,0,0
Tulkarm,subdistrict,others,40-45,3,2,1
Tulkarm,subdistrict,others,45-50,2,1,1
Tulkarm,subdistrict,others,50-55,1,0,1
Tulkarm,subdistrict,others,55-60,1,1,0
Tulkarm,subdistrict,others,60-65,0,0,0
Tulkarm,subdistrict,others,65-70,1,0,1
Tulkarm,subdistrict,others,70-75,1,1,0
Tulkarm,subdistrict,others,75+,0,0,0
Tulkarm,subdistrict,others,not_recorded,0,0,0
Nablus,subdistrict,all,total,68490,33670,34820
Nablus,subdistrict,all,0-1,2871,1485,1386
Nablus,subdistrict,all,1-2,2075,1070,1005
Nablus,subdistrict,all,2-3,2586,1284,1302
Nablus,subdistrict,all,3-4,2524,1268,1256
Nablus,subdistrict,all,4-5,2330,1195,1135
Nablus,subdistrict,all,0-5,12386,6302,6084
Nablus,subdistrict,all,5-10,9930,5298,4632
Nablus,subdistrict,all,10-15,5994,3321,2673
Nablus,subdistrict,all,15-20,3983,2102,1881
Nablus,subdistrict,all,20-25,5620,2658,2962
Nablus,subdistrict,all,25-30,5937,2751,3186
Nablus,subdistrict,all,30-35,5002,2190,2812
Nablus,subdistrict,all,35-40,4250,1998,2252
Nablus,subdistrict,all,40-45,3703,1610,2093
Nablus,subdistrict,all,45-50,2781,1395,1386
Nablus,subdistrict,all,50-55,2726,1203,1523
Nablus,subdistrict,all,55-60,1289,694,595
Nablus,subdistrict,all,60-65,1982,859,1123
Nablus,subdistrict,all,65-70,801,383,418
Nablus,subdistrict,all,70-75,1053,428,625
Nablus,subdistrict,all,75+,1034,466,568
Nablus,subdistrict,all,not_recorded,19,12,7
Nablus,subdistrict,moslems,total,67098,32966,34132
Nablus,subdistrict,moslems,0-1,2819,1461,1358
Nablus,subdistrict,moslems,1-2,2038,1042,996
Nablus,subdistrict,moslems,2-3,2544,1268,1276
Nablus,subdistrict,moslems,3-4,2483,1247,1236
Nablus,subdistrict,moslems,4-5,2301,1179,1122
Nablus,subdistrict,moslems,0-5,12185,6197,5988
Nablus,subdistrict,moslems,5-10,9764,5213,4551
Nablus,subdistrict,moslems,10-15,5901,3270,2631
Nablus,subdistrict,moslems,15-20,3926,2078,1848
Nablus,subdistrict,moslems,20-25,5432,2544,2888
Nablus,subdistrict,moslems,25-30,5794,2680,3114
Nablus,subdistrict,moslems,30-35,4904,2141,2763
Nablus,subdistrict,moslems,35-40,4161,1955,2206
Nablus,subdistrict,moslems,40-45,3624,1573,2051
Nablus,subdistrict,moslems,45-50,2714,1370,1344
Nablus,subdistrict,moslems,50-55,2670,1179,1491
Nablus,subdistrict,moslems,55-60,1254,674,580
Nablus,subdistrict,moslems,60-65,1932,837,1095
Nablus,subdistrict,moslems,65-70,778,371,407
Nablus,subdistrict,moslems,70-75,1033,419,614
Nablus,subdistrict,moslems,75+,1007,453,554
Nablus,subdistrict,moslems,not_recorded,19,12,7
Nablus,subdistrict,jews,total,10,7,3
Nablus,subdistrict,jews,0-1,0,0,0
Nablus,subdistrict,jews,1-2,0,0,0
Nablus,subdistrict,jews,2-3,0,0,0
Nablus,subdistrict,jews,3-4,0,0,0
Nablus,subdistrict,jews,4-5,0,0,0
Nablus,subdistrict,jews,0-5,0,0,0
Nablus,subdistrict,jews,5-10,0,0,0
Nablus,subdistrict,jews,10-15,0,0,0
Nablus,subdistrict,jews,15-20,1,1,0
Nablus,subdistrict,jews,20-25,2,2,0
Nablus,subdistrict,jews,25-30,3,3,0
Nablus,subdistrict,jews,30-35,2,1,1
Nablus,subdistrict,jews,35-40,1,0,1
Nablus,subdistrict,jews,40-45,0,0,0
Nablus,subdistrict,jews,45-50,1,0,1
Nablus,subdistrict,jews,50-55,0,0,0
Nablus,subdistrict,jews,55-60,0,0,0
Nablus,subdistrict,jews,60-65,0,0,0
Nablus,subdistrict,jews,65-70,0,0,0
Nablus,subdistrict,jews,70-75,0,0,0
Nablus,subdistrict,jews,75+,0,0,0
Nablus,subdistrict,jews,not_recorded,0,0,0
Nablus,subdistrict,christians,total,1214,615,599
Nablus,subdistrict,christians,0-1,46,22,24
Nablus,subdistrict,christians,1-2,36,27,9
Nablus,subdistrict,christians,2-3,36,14,22
Nablus,subdistrict,christians,3-4,37,20,17
Nablus,subdistrict,christians,4-5,22,14,8
Nablus,subdistrict,christians,0-5,177,97,80
Nablus,subdistrict,christians,5-10,143,75,68
Nablus,subdistrict,christians,10-15,78,40,38
Nablus,subdistrict,christians,15-20,48,20,28
Nablus,subdistrict,christians,20-25,175,107,68
Nablus,subdistrict,christians,25-30,130,63,67
Nablus,subdistrict,christians,30-35,80,40,40
Nablus,subdistrict,christians,35-40,80,36,44
Nablus,subdistrict,christians,40-45,69,32,37
Nablus,subdistrict,christians,45-50,57,21,36
Nablus,subdistrict,christians,50-55,50,20,30
Nablus,subdistrict,christians,55-60,30,15,15
Nablus,subdistrict,christians,60-65,41,18,23
Nablus,subdistrict,christians,65-70,19,10,9
Nablus,subdistrict,christians,70-75,15,9,6
Nablus,subdistrict,christians,75+,22,12,10
Nablus,subdistrict,christians,not_recorded,0,0,0
Nablus,subdistrict,others,total,168,82,86
Nablus,subdistrict,others,0-1,6,2,4
Nablus,subdistrict,others,1-2,1,1,0
Nablus,subdistrict,others,2-3,6,2,4
Nablus,subdistrict,others,3-4,4,1,3
Nablus,subdistrict,others,4-5,7,2,5
