Notebook_Number	Page_Number	canvas_index	canvas_label	width	height	image_service	viewer_url
1	25	24	line_1_1930_025_d	9238	6857	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMjVfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyMzgiLCJoZWlnaHQiOiI2ODU3Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	26	25	line_1_1930_026_d	9200	6859	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMjZfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyMDAiLCJoZWlnaHQiOiI2ODU5Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	27	26	line_1_1930_027_d	9225	6846	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMjdfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyMjUiLCJoZWlnaHQiOiI2ODQ2Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	28	27	line_1_1930_028_d	9260	6838	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMjhfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNjAiLCJoZWlnaHQiOiI2ODM4Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	29	28	line_1_1930_029_d	9278	6836	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMjlfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNzgiLCJoZWlnaHQiOiI2ODM2Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	30	29	line_1_1930_030_d	9201	6829	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMzBfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyMDEiLCJoZWlnaHQiOiI2ODI5Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	31	30	line_1_1930_031_d	9273	6848	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMzFfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNzMiLCJoZWlnaHQiOiI2ODQ4Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	32	31	line_1_1930_032_d	9276	6863	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMzJfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNzYiLCJoZWlnaHQiOiI2ODYzIiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	33	32	line_1_1930_033_d	9256	6864	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMzNfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNTYiLCJoZWlnaHQiOiI2ODY0Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	34	33	line_1_1930_034_d	9253	6860	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMzRfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNTMiLCJoZWlnaHQiOiI2ODYwIiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	35	34	line_1_1930_035_d	9151	6880	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMzVfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkxNTEiLCJoZWlnaHQiOiI2ODgwIiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	36	35	line_1_1930_036_d	9215	6874	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMzZfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyMTUiLCJoZWlnaHQiOiI2ODc0Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	37	36	line_1_1930_037_d	9311	6872	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMzdfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkzMTEiLCJoZWlnaHQiOiI2ODcyIiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	38	37	line_1_1930_038_d	9301	6882	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMzhfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkzMDEiLCJoZWlnaHQiOiI2ODgyIiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	39	38	line_1_1930_039_d	9267	6873	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wMzlfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNjciLCJoZWlnaHQiOiI2ODczIiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	40	39	line_1_1930_040_d	9246	6867	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wNDBfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNDYiLCJoZWlnaHQiOiI2ODY3Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	41	40	line_1_1930_041_d	9266	6866	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wNDFfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNjYiLCJoZWlnaHQiOiI2ODY2Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	42	41	line_1_1930_042_d	9272	6870	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wNDJfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNzIiLCJoZWlnaHQiOiI2ODcwIiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	43	42	line_1_1930_043_d	9226	6882	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wNDNfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyMjYiLCJoZWlnaHQiOiI2ODgyIiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	44	43	line_1_1930_044_d	9242	6880	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wNDRfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNDIiLCJoZWlnaHQiOiI2ODgwIiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	45	44	line_1_1930_045_d	9281	6867	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wNDVfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyODEiLCJoZWlnaHQiOiI2ODY3Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	46	45	line_1_1930_046_d	9195	6901	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wNDZfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkxOTUiLCJoZWlnaHQiOiI2OTAxIiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	47	46	line_1_1930_047_d	9234	6875	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wNDdfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyMzQiLCJoZWlnaHQiOiI2ODc1Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
1	48	47	line_1_1930_048_d	9252	6865	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS8zNS9FMC9GQy9EMC9DOS9BMS8xRi9CQi80Ny9ENi9DRS85Qy81MC9GNS9GNi8xMC9saW5lXzFfMTkzMF8wNDhfZC5qcGciLCJyZXBfaWQiOiIxMjMwOTYwMTI4MDAwMjc5MSIsImluc3RhbmNlIjoiZXUwMSIsImluc3RpdHV0aW9uIjoiOTcySEFJX01BSU4iLCJ3aWR0aCI6IjkyNTIiLCJoZWlnaHQiOiI2ODY1Iiwid21LZXkiOm51bGwsIndtV2lkdGgiOm51bGwsIndtSGVpZ2h0IjpudWxsLCJ3bVBvc2l0aW9uIjpudWxsLCJ3bVJlcGVhdCI6ZmFsc2UsIm5hOTEiOm51bGx9	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12309601280002791
