Notebook_Number	Page_Number	canvas_index	canvas_label	width	height	image_service	viewer_url
15	35	31	0035_15_1936-37_035_d	9969	7273	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDM1XzE1XzE5MzYtMzdfMDM1X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTY5IiwiaGVpZ2h0IjoiNzI3MyIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	36	32	0036_15_1936-37_036_d	9977	7274	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDM2XzE1XzE5MzYtMzdfMDM2X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTc3IiwiaGVpZ2h0IjoiNzI3NCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	37	33	0037_15_1936-37_037_d	9916	7264	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDM3XzE1XzE5MzYtMzdfMDM3X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTE2IiwiaGVpZ2h0IjoiNzI2NCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	38	34	0038_15_1936-37_038_d	9933	7260	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDM4XzE1XzE5MzYtMzdfMDM4X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTMzIiwiaGVpZ2h0IjoiNzI2MCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	39	35	0039_15_1936-37_039_d	9951	7254	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDM5XzE1XzE5MzYtMzdfMDM5X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTUxIiwiaGVpZ2h0IjoiNzI1NCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	40	36	0040_15_1936-37_040_d	9951	7252	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDQwXzE1XzE5MzYtMzdfMDQwX2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTUxIiwiaGVpZ2h0IjoiNzI1MiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	41	37	0041_15_1936-37_041_d	9959	7251	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDQxXzE1XzE5MzYtMzdfMDQxX2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTU5IiwiaGVpZ2h0IjoiNzI1MSIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	42	38	0042_15_1936-37_042_d	9968	7248	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDQyXzE1XzE5MzYtMzdfMDQyX2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTY4IiwiaGVpZ2h0IjoiNzI0OCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	43	39	0043_15_1936-37_043_d	9986	7252	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDQzXzE1XzE5MzYtMzdfMDQzX2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTg2IiwiaGVpZ2h0IjoiNzI1MiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	44	40	0044_15_1936-37_044_d	9986	7250	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDQ0XzE1XzE5MzYtMzdfMDQ0X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTg2IiwiaGVpZ2h0IjoiNzI1MCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	45	41	0045_15_1936-37_045_d	9977	7250	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDQ1XzE1XzE5MzYtMzdfMDQ1X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTc3IiwiaGVpZ2h0IjoiNzI1MCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	46	42	0046_15_1936-37_046_d	9969	7238	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDQ2XzE1XzE5MzYtMzdfMDQ2X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTY5IiwiaGVpZ2h0IjoiNzIzOCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	47	43	0047_15_1936-37_047_d	9969	7242	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDQ3XzE1XzE5MzYtMzdfMDQ3X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTY5IiwiaGVpZ2h0IjoiNzI0MiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	48	44	0048_15_1936-37_048_d	9943	7321	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDQ4XzE1XzE5MzYtMzdfMDQ4X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTQzIiwiaGVpZ2h0IjoiNzMyMSIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	52	45	0052_15_1936-37_052_d	9985	7273	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDUyXzE1XzE5MzYtMzdfMDUyX2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTg1IiwiaGVpZ2h0IjoiNzI3MyIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	53	46	0053_15_1936-37_053_d	9995	7328	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDUzXzE1XzE5MzYtMzdfMDUzX2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTk1IiwiaGVpZ2h0IjoiNzMyOCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	54	47	0054_15_1936-37_054_d	9945	7263	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDU0XzE1XzE5MzYtMzdfMDU0X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTQ1IiwiaGVpZ2h0IjoiNzI2MyIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	55	48	0055_15_1936-37_055_d	9976	7175	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDU1XzE1XzE5MzYtMzdfMDU1X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTc2IiwiaGVpZ2h0IjoiNzE3NSIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	56	49	0056_15_1936-37_056_d	10038	7183	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDU2XzE1XzE5MzYtMzdfMDU2X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiIxMDAzOCIsImhlaWdodCI6IjcxODMiLCJ3bUtleSI6bnVsbCwid21XaWR0aCI6bnVsbCwid21IZWlnaHQiOm51bGwsIndtUG9zaXRpb24iOm51bGwsIndtUmVwZWF0IjpmYWxzZSwibmE5MSI6bnVsbH0%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	57	50	0057_15_1936-37_057_d	9968	7312	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDU3XzE1XzE5MzYtMzdfMDU3X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTY4IiwiaGVpZ2h0IjoiNzMxMiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	58	51	0058_15_1936-37_058_d	9978	7322	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDU4XzE1XzE5MzYtMzdfMDU4X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTc4IiwiaGVpZ2h0IjoiNzMyMiIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	59	52	0059_15_1936-37_059_d	9986	7318	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDU5XzE1XzE5MzYtMzdfMDU5X2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTg2IiwiaGVpZ2h0IjoiNzMxOCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
15	60	53	0060_15_1936-37_060_d	9986	7310	https://eu-img02.ext.exlibrisgroup.com/iiif/2/eyJyZWdpb24iOiJldS1jZW50cmFsLTEiLCJidWNrZXQiOiJldS1zdDAxLmV4dC5leGxpYnJpc2dyb3VwLmNvbSIsImtleSI6Ijk3MkhBSV9NQUlOL3N0b3JhZ2UvYWxtYS9DRi9BRi9CNS9FMC81RC84QS9DMC8zRC9GRi81Mi8yOS8wQy8xQy82OS84Qi8wRC8wMDYwXzE1XzE5MzYtMzdfMDYwX2QuanBnIiwicmVwX2lkIjoiMTIzMzY2MDUxNzAwMDI3OTEiLCJpbnN0YW5jZSI6ImV1MDEiLCJpbnN0aXR1dGlvbiI6Ijk3MkhBSV9NQUlOIiwid2lkdGgiOiI5OTg2IiwiaGVpZ2h0IjoiNzMxMCIsIndtS2V5IjpudWxsLCJ3bVdpZHRoIjpudWxsLCJ3bUhlaWdodCI6bnVsbCwid21Qb3NpdGlvbiI6bnVsbCwid21SZXBlYXQiOmZhbHNlLCJuYTkxIjpudWxsfQ%3D%3D	https://haifa.userservices.exlibrisgroup.com/view/BookReaderViewer/972HAI_MAIN/12336605170002791
