date	pub	page_id	verdict	hospital_mentions	towns_in_range	other_haifa_hospitals	found_by
1932-07-08	dav	dav19320708-01.2.34.2	other	1	jerusalem	hadassah	
1932-07-08	haretz	haretz19320708-01.2.9	haifa	3	haifa		
1932-07-10	dav	dav19320710-01.2.14	haifa	5	haifa	hadassah	
1932-07-11	dav	dav19320711-01.2.13	other	2	gaza,safed		
1932-07-12	haretz	haretz19320712-01.2.37	haifa	1	haifa		
1932-07-13	dav	dav19320713-01.2.12	mixed	4	haifa,jaffa,tiberias		
1932-07-13	dhy	dhy19320713-01.2.30	other	2	acre		
1932-07-14	dav	dav19320714-01.2.22	mixed	9	gaza,haifa,jaffa,ramleh,tiberias		spelled
1932-07-18	dav	dav19320718-01.2.16	mixed	7	haifa,safed,tiberias	hadassah	
1932-07-18	haretz	haretz19320718-01.2.11	mixed	6	haifa,safed	hadassah	
1932-07-19	dav	dav19320719-01.2.36.1	no_hospital_term	0			
1932-07-21	dav	dav19320721-01.2.54.1	no_hospital_term	0			
1932-07-24	dav	dav19320724-01.2.12	mixed	4	haifa,jaffa,jerusalem		
1932-07-25	dav	dav19320725-01.2.25	mixed	33	acre,gaza,haifa,jaffa,jerusalem,tiberias		
1932-07-25	dhy	dhy19320725-01.2.8	untowned	1			spelled
1932-07-28	dhy	dhy19320728-01.2.40	mixed	2	haifa,jaffa,nablus		
1932-08-02	dav	dav19320802-01.2.26	haifa	1	haifa		
1932-08-02	dhy	dhy19320802-01.2.39	mixed	2	haifa,jaffa,jerusalem	hadassah	
1932-08-02	haretz	haretz19320802-01.2.12	mixed	2	acre,haifa	hadassah	
1932-08-03	hator	hator19320803-01.2.7	mixed	2	haifa,jerusalem		
1932-08-08	dav	dav19320808-01.2.42.3	other	1	jerusalem		abbreviated
1932-08-10	dav	dav19320810-01.2.4	haifa	4	haifa	hadassah	
1932-08-10	dhy	dhy19320810-01.2.29	mixed	2	haifa,jaffa,safed	hadassah	
1932-08-12	dav	dav19320812-01.2.17	other	1	acre,jaffa,nablus		spelled
1932-08-18	kolisraeljlm	kolisraeljlm19320818-01.2.10	haifa	1	haifa		
1932-08-24	haretz	haretz19320824-01.2.39.2	untowned	1			
1932-08-24	haretz	haretz19320824-01.2.6	mixed	1	haifa,jaffa		
1932-08-31	dav	dav19320831-01.2.14	untowned	1			
1932-09-04	dav	dav19320904-01.2.40	untowned	4		hadassah	
1932-09-12	haretz	haretz19320912-01.2.4	haifa	1	haifa		
1932-09-18	dhy	dhy19320918-01.2.35	untowned	1			
1932-09-19	dhy	dhy19320919-01.2.11.1	haifa	1	haifa		
1932-09-19	haretz	haretz19320919-01.2.16.1	haifa	2	haifa		
1932-09-21	dhy	dhy19320921-01.2.24	mixed	7	haifa,jaffa	hadassah	
1932-09-30	dav	dav19320930-01.2.15	untowned	1			
1932-10-12	dav	dav19321012-01.2.13	untowned	1			
1932-10-16	dhy	dhy19321016-01.2.5	untowned	1			abbreviated
1932-10-20	dav	dav19321020-01.2.39	mixed	9	haifa,jaffa	hadassah	
1932-10-27	baderech	baderech19321027-01.2.14	untowned	2			
1932-11-03	baderech	baderech19321103-01.2.15	other	3	jerusalem		
1932-11-07	haretz	haretz19321107-01.2.25	mixed	5	haifa,jaffa,safed,tiberias	hadassah	
1932-11-09	hator	hator19321109-01.2.11	other	1	jerusalem		
1932-11-27	dhy	dhy19321127-01.2.30	untowned	2			
1932-12-08	dav	dav19321208-01.2.29	untowned	1			spelled
1932-12-08	dav	dav19321208-01.2.43	untowned	1		hadassah	
1932-12-16	dav	dav19321216-01.2.41	other	2	jaffa	hadassah	spelled
1933-01-18	dav	dav19330118-01.2.43	mixed	4	haifa,tiberias	hadassah	abbreviated
1933-01-22	haretz	haretz19330122-01.2.38	other	2	telaviv	hadassah	
1933-01-23	dhy	dhy19330123-01.2.39	untowned	1		hadassah	
1933-01-25	dav	dav19330125-01.2.37	mixed	3	haifa,telaviv		
1933-01-25	haretz	haretz19330125-01.2.42	mixed	1	haifa,jaffa,jerusalem	rothschild	
1933-02-02	dav	dav19330202-01.2.24	untowned	1			
1933-02-02	kolisraeljlm	kolisraeljlm19330202-01.2.10	untowned	1			
1933-02-08	haretz	haretz19330208-01.2.31	haifa	3	haifa	hadassah	
1933-02-09	dav	dav19330209-01.2.56.2	other	1	jerusalem		
1933-03-02	haretz	haretz19330302-01.2.30	other	1	safed		
1933-03-06	dhy	dhy19330306-01.2.34	untowned	1			
1933-03-08	dhy	dhy19330308-01.2.24	other	2	safed		
1933-03-09	dav	dav19330309-01.2.44	untowned	1			
1933-03-13	dav	dav19330313-01.2.30.1	no_hospital_term	0			abbrev_short
1933-04-06	haretz	haretz19330406-01.2.34.3	haifa	3	haifa	hadassah	
1933-04-07	dhy	dhy19330407-01.2.29.1	haifa	1	haifa		
1933-04-07	haretz	haretz19330407-01.2.23	untowned	1		hadassah	
1933-04-12	haretz	haretz19330412-01.2.20	other	1	telaviv		
1933-04-12	haretz	haretz19330412-01.2.25.1	untowned	1			
1933-04-13	haretz	haretz19330413-01.2.29	other	3	jaffa,jerusalem,telaviv		
1933-04-13	haretz	haretz19330413-01.2.34	haifa	2	haifa	hadassah	
1933-04-14	dav	dav19330414-01.2.2	untowned	1			
1933-04-14	dav	dav19330414-01.2.29	mixed	3	haifa,jaffa		
1933-04-20	dav	dav19330420-01.2.40	untowned	1			
1933-04-25	dhy	dhy19330425-01.2.29	other	3	jerusalem	rothschild	
1933-05-04	haretz	haretz19330504-01.2.38	other	2	acre		spelled
1933-05-04	kolisraeljlm	kolisraeljlm19330504-01.2.17	other	1	acre,jaffa,nablus		spelled
1933-05-10	haretz	haretz19330510-01.2.23.1	haifa	1	haifa	hadassah	
1933-05-12	dav	dav19330512-01.2.29	other	24	jaffa,jerusalem,telaviv		maqaf
1933-05-16	haretz	haretz19330516-01.2.47	untowned	2		hadassah	
1933-05-24	haretz	haretz19330524-01.2.37	untowned	2			
1933-05-30	haretz	haretz19330530-01.2.65	untowned	4		hadassah	
1933-06-07	haretz	haretz19330607-01.2.15.1	haifa	1	haifa	hadassah	
1933-06-09	haretz	haretz19330609-01.2.50	untowned	1		english	
1933-06-11	haretz	haretz19330611-01.2.17.1	other	1	telaviv		
1933-06-12	haretz	haretz19330612-01.2.52.3	haifa	1	haifa		
1933-06-13	haretz	haretz19330613-01.2.27	other	4	gaza,jaffa,jerusalem,nablus	hadassah	
1933-06-21	dav	dav19330621-01.2.26	no_hospital_term	0			
1933-06-21	haretz	haretz19330621-01.2.40	other	1	jerusalem		abbreviated
1933-06-23	dhy	dhy19330623-01.2.2	other	1	jerusalem		spelled
1933-06-23	haretz	haretz19330623-01.2.7	no_hospital_term	0			spelled
1933-06-25	haretz	haretz19330625-01.2.16	mixed	11	haifa,jaffa,jerusalem,safed,telaviv,tiberias	hadassah	
1933-06-26	haretz	haretz19330626-01.2.29	untowned	1			
1933-06-28	dhy	dhy19330628-01.2.27	mixed	2	haifa,jaffa,tiberias		
1933-07-03	haretz	haretz19330703-01.2.12	mixed	3	haifa,jerusalem,nablus,tiberias		spelled
1933-07-03	haretz	haretz19330703-01.2.26	haifa	4	haifa	hadassah	
1933-07-11	haretz	haretz19330711-01.2.3	other	1	jerusalem		abbreviated
1933-07-12	haretz	haretz19330712-01.2.45.3	mixed	3	haifa,jerusalem		
1933-07-17	haretz	haretz19330717-01.2.19	mixed	2	haifa,telaviv		
1933-07-18	haretz	haretz19330718-01.2.51.2	other	2	tiberias		
1933-07-19	haretz	haretz19330719-01.2.41.2	other	1	jerusalem		
1933-07-20	dav	dav19330720-01.2.26	other	9	telaviv	hadassah	indefinite
1933-07-21	haretz	haretz19330721-01.2.22	haifa	1	haifa		
1933-07-23	dav	dav19330723-01.2.44	haifa	1	haifa		
1933-07-24	dav	dav19330724-01.2.27	other	1	tiberias		
1933-07-24	dav	dav19330724-01.2.63	mixed	1	haifa,nazareth,tiberias		
1933-07-24	haretz	haretz19330724-01.2.49	haifa	1	haifa	hadassah	
1933-07-24	haretz	haretz19330724-01.2.52	mixed	1	haifa,nazareth,tiberias		
1933-07-25	haretz	haretz19330725-01.2.34	other	1	jaffa		
1933-07-26	dhy	dhy19330726-01.2.32	haifa	2	haifa	hadassah	
1933-07-26	haretz	haretz19330726-01.2.36.1	other	1	nazareth,tiberias		
1933-07-27	dav	dav19330727-01.2.7	haifa	1	haifa	hadassah	
1933-07-28	dav	dav19330728-01.2.47	other	1	nazareth,tiberias		
1933-07-30	haretz	haretz19330730-01.2.43	mixed	5	haifa,jerusalem	hadassah	
1933-08-02	haretz	haretz19330802-01.2.52	untowned	1			spelled
1933-08-08	dhy	dhy19330808-01.2.35	other	1	safed		spelled
1933-08-29	dav	dav19330829-01.2.30	other	4	jaffa,safed,tiberias	hadassah	
1933-08-29	dav	dav19330829-01.2.40	untowned	1			
1933-09-05	haretz	haretz19330905-01.2.30	haifa	1	haifa		
1933-09-13	dav	dav19330913-01.2.19	untowned	1			
1933-09-14	haretz	haretz19330914-01.2.21	untowned	1		hadassah	
1933-09-15	dhy	dhy19330915-01.2.20.1	other	2	jerusalem		
1933-09-19	haretz	haretz19330919-01.2.4	haifa	7	haifa	hadassah	
1933-09-20	dav	dav19330920-01.2.66	mixed	6	haifa,telaviv,tiberias		
1933-10-04	dav	dav19331004-01.2.46	no_hospital_term	0			
1933-10-09	haretz	haretz19331009-01.2.38.1	untowned	1			
1933-10-10	dav	dav19331010-01.2.43	mixed	2	haifa,jerusalem		
1933-10-10	haretz	haretz19331010-01.2.37	mixed	1	acre,haifa		abbreviated
1933-10-11	haretz	haretz19331011-01.2.23	other	2	jerusalem		
1933-10-20	dav	dav19331020-01.2.33	other	1	safed		spelled
1933-10-23	haretz	haretz19331023-01.2.40.1	untowned	3			
1933-10-25	dav	dav19331025-01.2.63.3	untowned	1			
1933-10-27	dav	dav19331027-01.2.54.1	other	1	jerusalem,telaviv		
1933-10-29	dav	dav19331029-01.2.32	other	3	acre,jaffa		
1933-10-29	haretz	haretz19331029-01.2.24	other	8	jaffa,telaviv	english,hadassah	spelled
1933-10-30	dav	dav19331030-01.2.43	haifa	1	haifa		
1933-10-30	haretz	haretz19331030-01.2.18	other	6	jaffa,jerusalem		
1933-10-30	haretz	haretz19331030-01.2.45	haifa	2	haifa	hadassah	
1933-10-30	haretz	haretz19331030-01.2.7	untowned	1			spelled
1933-10-31	haretz	haretz19331031-01.2.6	mixed	3	haifa,jaffa,jerusalem	english	
1933-11-01	haretz	haretz19331101-01.2.12	untowned	1			spelled
1933-11-05	dav	dav19331105-01.2.59	no_hospital_term	0			
1933-11-05	haretz	haretz19331105-01.2.48	other	3	acre,jerusalem,nablus		
1933-11-05	haretz	haretz19331105-01.2.8	mixed	1	haifa,jerusalem		
1933-11-14	dav	dav19331114-01.2.47	mixed	6	haifa,jaffa,telaviv,tiberias		
1933-11-22	haretz	haretz19331122-01.2.49	other	6	jaffa		spelled
1933-11-24	baderech	baderech19331124-01.2.3	untowned	1			
1933-11-28	dhy	dhy19331128-01.2.35	mixed	7	haifa,jaffa	hadassah	
1933-11-29	haretz	haretz19331129-01.2.25	other	2	nablus		
1933-11-29	haretz	haretz19331129-01.2.36	other	19	gaza,jaffa,telaviv		abbreviated
1933-11-30	dav	dav19331130-01.2.7	no_hospital_term	0			
1933-11-30	haretz	haretz19331130-01.2.38	untowned	1		hadassah	
1933-12-01	itonenunoar	itonenunoar19331201-01.2.2	mixed	2	haifa,jerusalem		
1933-12-06	itonmeyuhad	itonmeyuhad19331206-01.2.23	mixed	5	haifa,jaffa		
1933-12-08	dhy	dhy19331208-01.2.25.4	haifa	1	haifa		
1933-12-17	haretz	haretz19331217-01.2.23	untowned	3			spelled
1933-12-17	haretz	haretz19331217-01.2.31.3	mixed	4	haifa,telaviv	rothschild	
1933-12-18	haretz	haretz19331218-01.2.36	other	6	jaffa,jerusalem,telaviv	hadassah,rothschild	
1933-12-19	haretz	haretz19331219-01.2.12	untowned	1			abbreviated
1933-12-21	haretz	haretz19331221-01.2.2	untowned	3		hadassah	
1934-01-05	dav	dav19340105-01.2.63.3	other	3	telaviv		
1934-01-12	dav	dav19340112-01.2.52	other	4	telaviv		
1934-01-12	haretz	haretz19340112-01.2.14.2	haifa	1	haifa		
1934-01-14	itonmeyuhad	itonmeyuhad19340114-01.2.22	no_hospital_term	0			
1934-01-14	itonmeyuhad	itonmeyuhad19340114-01.2.3	other	2	telaviv		abbreviated
1934-01-18	haretz	haretz19340118-01.2.3	other	5	jaffa,jerusalem		
1934-01-25	haretz	haretz19340125-01.2.53.1	haifa	1	haifa		abbreviated
1934-01-25	itonmeyuhad	itonmeyuhad19340125-01.2.5	untowned	1			
1934-01-26	dav	dav19340126-01.2.59.1	mixed	1	haifa,jaffa		
1934-02-02	dav	dav19340202-01.2.24	other	2	telaviv		
1934-02-11	dav	dav19340211-01.2.22	mixed	14	haifa,telaviv	hadassah	
1934-02-11	dav	dav19340211-01.2.24	mixed	10	haifa,jaffa,jerusalem,nablus		
1934-02-12	haretz	haretz19340212-01.2.38	other	2	jaffa		abbreviated
1934-02-14	dav	dav19340214-01.2.27	untowned	2			spelled
1934-03-04	dav	dav19340304-01.2.62.2	mixed	1	haifa,jaffa		
1934-03-04	haretz	haretz19340304-01.2.22	other	1	jaffa		spelled
1934-03-15	dav	dav19340315-01.2.46	haifa	1	haifa		
1934-03-21	dav	dav19340321-01.2.52	untowned	2			abbreviated
1934-03-21	haretz	haretz19340321-01.2.2	mixed	1	haifa,jerusalem		
1934-03-22	djs	djs19340322-01.2.28	haifa	3	haifa	hadassah	
1934-03-25	dav	dav19340325-01.2.32	haifa	2	haifa		
1934-04-02	haretz	haretz19340402-01.2.48	untowned	1			
1934-04-10	dav	dav19340410-01.2.44	untowned	1			
1934-04-10	dav	dav19340410-01.2.53.2	other	1	jaffa,safed		
1934-04-12	itonmeyuhad	itonmeyuhad19340412-01.2.5	untowned	1			abbreviated
1934-05-02	haretz	haretz19340502-01.2.41	other	7	acre,safed		
1934-05-09	dav	dav19340509-01.2.24	other	2	jaffa,jerusalem		spelled
1934-05-10	haretz	haretz19340510-01.2.15.1	no_hospital_term	0			
1934-05-11	dav	dav19340511-01.2.37.1	other	1	jerusalem	hadassah	
1934-05-11	dav	dav19340511-01.2.56	haifa	3	haifa		
1934-05-17	haretz	haretz19340517-01.2.47	untowned	1			
1934-05-18	dav	dav19340518-01.2.17	other	1	jerusalem	english	
1934-05-22	dhy	dhy19340522-01.2.31	mixed	2	haifa,jerusalem		
1934-05-23	bustenai	bustenai19340523-01.2.27	other	1	tiberias		
1934-05-23	dav	dav19340523-01.2.24	other	14	jerusalem,safed,telaviv		
1934-05-28	haretz	haretz19340528-01.2.47	mixed	3	haifa,telaviv	hadassah	
1934-05-29	dav	dav19340529-01.2.39.2	untowned	1			
1934-06-04	yarden	yarden19340604-01.2.51	no_hospital_term	0			
1934-06-13	bustenai	bustenai19340613-01.2.11	mixed	13	haifa,jerusalem,safed	hadassah,rothschild	
1934-06-13	haretz	haretz19340613-01.2.21	mixed	5	haifa,jerusalem,telaviv,tiberias	rothschild	
1934-06-17	haretz	haretz19340617-01.2.8	other	3	jaffa		abbreviated
1934-06-18	dav	dav19340618-01.2.57	untowned	2			spelled
1934-06-25	haretz	haretz19340625-01.2.46	untowned	1			
1934-07-09	dav	dav19340709-01.2.69	haifa	2	haifa	hadassah	
1934-07-11	dav	dav19340711-01.2.25	other	1	jaffa		indefinite
1934-07-27	baderech	baderech19340727-01.2.7	mixed	2	haifa,telaviv		
1934-07-28	itonmeyuhad	itonmeyuhad19340728-01.2.18	other	3	jaffa	hadassah	maqaf
1934-08-03	hator	hator19340803-01.2.7	mixed	3	haifa,jerusalem		
1934-08-07	dhy	dhy19340807-01.2.35.1	untowned	1			
