date	pub	page_id	disease	term	haifa	dateline	hospital	epidemic_words	soft_term	window	reg_before	reg_after	reg_deaths_before	reg_coverage	surge	days_after_surge	lead_lag
1942-07-04	falastin	falastin19420704-01.1.3	typhus	بالتيفوس	page		y	y		…وقعت اصابات بالتيفوس في ضواحي القدس وقراها لا سيما في اوساط الطبقات الفقيره وقد دخل مستشفيات الحكومه بعض المصابين ولجات دايره الصحه الي توجيه وحدات صحيه بالسيارات الي الا…							
1942-07-12	falastin	falastin19420712-01.1.3	malaria	الملاري	page					…توسطي الحال مقابله حسنه لاسيما الذي يريد ان يشتري اوقيه فما دون الطافيه المماربيا تقوم دواير الصحه في الوقت الحاضر باتخاذ ترتيبات جديده لمكافحه امراض الملاري و تنظيف الاقنيه والاوديه التي ينمو البعوض فيها من تجمع مياه الامطار وذلك بمناسبه فصل الصيف الذي يكثر فيه انتشار هذه الامراض .…							
1942-07-18	falastin	falastin19420718-01.1.2	typhoid	التيفوييد	page			y		…اصابات التيفوييد والتطعيم بالمصل الوافي القي الدكتور منير المشعلاني محاضره في نادي الروتاري عن مرض النفوييد…							
1942-07-30	falastin	falastin19420730-01.1.3	typhoid	التيفوييد	page					…انتشار مرض التيفوييد بيافا وواجب المسءولين…							
1942-07-30	falastin	falastin19420730-01.1.3	typhoid	التيفوييد	page		y	y		…يزداد انتشار مرض التيفوييد بيانا في هذه الاونه يوما بعد يوم وقد امتلاءت الاسره الموجوده في بعض المستشفيات المخصصه هذا المرض بالوافدين المصابين بالتيفوييد هذا عدا عن الاشخاص و الاطفال الذين لم ينقلوا بعد الي المستشفيات ويقوم الاطباء بمعالجتهم | في بيوتهم وبالرغم من ان دايره الصحه تعلم باصابات اكثرهم فان…							
1942-07-30	falastin	falastin19420730-01.1.3	typhoid	التيفوييد	page			y		…ا في مثل هذه الحالات لمنع انتشار هذا المرض الوبيل غير متوفره تماما والمطلوب تنفيذها بحذافيرها لانه لا يكفي ان يطعم سكانت المنطقه التي وقعت فيها لصابه التيفوييد بالمصل الواقي فقط بل يجب فرض رقابه صحيه دقيقه في كل مكان لوقايه سكان المدينه من العدوي بهذا المرض…							
1942-07-30	falastin	falastin19420730-01.1.3	typhoid	التيفوييد	other:Tiberias	Tiberias				…مرض التيفوييد طبريا في ٢٩ تموز - لمر اصل فلسطين | الخاص خنت وطاه مرض التيفوييد في طبريا والقري المجاوره لها بهمه طبيب الصحه الدكتور سابا برنيخ واهتمام دايره الصحه العامه باستيصال شاغه هذا المرض الوبيل .…							
1942-07-31	falastin	falastin19420731-01.1.3	malaria	بالملاريا	page			y		…الحالات الضروريه التي تتطلب ذلك ، ولا سيما في حاله اصابه الانسان بالملاريا ويقول هذا البيان الرسمي انه علي الرغم من وجود كميات كافيه من الكينا في البلاد ، الا انه يجب الاقتصاد في استعمال هذه الماده الضروريه بالنظر الصعوبه اس…							
1942-08-08	falastin	falastin19420808-01.1.2	plague	بالطاعون	dateline	Haifa	y	y		…ر قادمين من مصر . وكانت بينهم السيده بديعه مصابني ويقدر عدد الذين سافروا الي لبنان من مصر في مده ثلاثه شهور بواسطه شركه فرج حوالي خمسمايه مصطاف اصابه بالطاعون في شفاعمرو والاهتمام في الامر وقمت في شفاعمر و اصابه واحده بالطاعون . وقد نقل المصاب الي المستشفي وخف الي هناك اطباء الصحه وبعض الموظفين واهتموا بالامر اهتماما كبيرا ناجر وا تنظيم المجاورين كما طلبوا من البلديه حرق ال…	0	0	0	absent			no-register-coverage
1942-08-08	falastin	falastin19420808-01.1.2	malaria	الملاريا	dateline	Haifa				…١٠) علي المستاجر ان يقدم كفاله ماليه معتبره لدي المجلس الاسلامي (۱۱) مده المزايده ثلاثون يوما من تاريخ الاعلان في الصحف ١٢) ان عمليات التجنيف ومكافحه الملاريا التي كانت مشروطه علي المستاجر السابق علي افندي عبد الهادي تعود علي المءجر اي اداره الاوقاف العامه (۱۳) مده الاجاره عن موسم زراعي تبتديء منته من اول ش…	0	0	0	absent			no-register-coverage
1942-08-08	falastin	falastin19420808-01.1.2	influenza	الزكام	page				y	…يه الملازمه الفراش اذا تناولته عين شعورك باي عوارض و وظهر مفعوله كنت النفس بصعوبه ASPRO اقدم لكم واجب الشكر نحو الدواء المفيد ( اسيرو) الذي انقذني من الزكام الشديد الذي اصابني منذ يومين وكنت لا استطيع التنفس حتي احضرت ( اسيرو ) فاخذت قرصين فقضي عليه ؟ حسين محي الدين - تاجر وترزي بنها - مصر اميرو هو معجزه …							
1942-08-08	falastin	falastin19420808-01.1.2	influenza	وزكام	page				y	…خدمت العالم اجمع بظهور, اسپری ، نقد استعملته للمره الاولي اول امس فزان ما بي من صداع مستمر تستعمل كمريره تقضي علي التربه بالزور واللوز. وحراره مرتفعه وزكام حاد ؟ احمد محمد الموجيل زمان احمر باب الليمون الساعين لازاله الجيد مدرس بمدرسه الحمراء الوكلاء محنودع الادويه الفلسطيني والرطوبه التهويه. المتعلميرا …							
1942-08-11	falastin	falastin19420811-01.1.2	typhoid	التيفوييد	dateline	Haifa	y	y		… والاهتمام بالنظافه فانها وزعت حوالي ثلاثين مصيده لصيد الجرذان التي هي سبب هذا الداء وقد علمنا ان المصاب اخذت تتحسن صحته في مستشفي الحكومه عدد اصابات التيفوييد في مستشفي الحكومه بلغت اصابات التيفوييد في مستشفي الحكومه حوالي ميه واربع اصابات وقد خفت من ذي قبل كثيرا بالنظر للاهتمام الكبير الذي تبديه دايره الصحه وقد علمنا ان دايره الصحه استعملت حوالي خمسين الف ابره التطعيم فكان لها اكبر تاثير في القضاء علي انتشار هذا الداء ولوحظ ان الاماكن التي وقع فيها الطاعون انتشر فيها داء التيفوييد وهذا انتشار التيفوييد فعسي ان تهم مما يدل علي ان الاقذار هي سبب كبير في البلديه والصحيه بتنظيف هذه المحلات…	0	0	0	absent			no-register-coverage
1942-08-11	falastin	falastin19420811-01.1.2	plague	الطاعون	dateline	Haifa				… ا حد الامر والمنتظر ان يخول البوليس قريبا صلاحيه اوسم من صلاحيته الحاليه لمطارده هذه المحلات وازاله شكوي الجمهور منها اهتمام دايره الصحه بمكافحه مرض الطاعون علي اثر وقوع حادثه طاعون في عنا اهتمت دايره الصيحه بهذا الامر اهتماما - كبيرا فعدا عن انها اشارت بحرق الاقذار والاهتمام بالنظافه فانها وزعت حوالي ثلاثين مصيده لصيد الجرذان ال…	0	0	0	absent			no-register-coverage
1942-08-11	falastin	falastin19420811-01.1.2	plague	الطاعون	dateline	Haifa		y		…الصحه وقد علمنا ان دايره الصحه استعملت حوالي خمسين الف ابره التطعيم فكان لها اكبر تاثير في القضاء علي انتشار هذا الداء ولوحظ ان الاماكن التي وقع فيها الطاعون انتشر فيها داء التيفوييد وهذا انتشار التيفوييد فعسي ان تهم مما يدل علي ان الاقذار هي سبب كبير في البلديه والصحيه بتنظيف هذه المحلات…	0	0	0	absent			no-register-coverage
1942-08-12	falastin	falastin19420812-01.1.2	typhoid	التيفوييد	other:Acre	Acre		y		…نصیب وقد وزعت دايره المءن رطلا واحدا من الدقيق لكل فرد من السكان موقتا حتي يهم طحن القمح لتوزيع باقي الحصص علي المستهلكين. تطعيم اهالي المدينه ضد مرض التيفوييد قررت دايره الصحه تطعيم اهالي المدينه ضد مرض التيفوييد الذي انتشر في الجهات الشماليه ووقعت بعض اصابات به هنا وقررت الحكومه اسكان التلاميذ من ابناء القري الذين يتعلمون هنا في دار المحكمه سابقا…							
1942-08-20	falastin	falastin19420820-01.1.2	malaria	الملاريا	dateline	Haifa				…اله المياه التي تسقي الارز لان دايره الصحه تري ان تسقي الاراضي المزروعه بالارز مده عشره ايام ونقطع عنها المياه مده يومين لعدم انتشار البعوض الذي يسبب الملاريا ویری المزارعون عدم انقطاع المياه عنها . وعلمنا ان اجتماعا اخر سيعقد يوم الجمعه وسيحضره مدير دايره الزراعه العام ومدير دايره الصحه وذلك في الحوله الاج…	0	0	0	absent			no-register-coverage
1942-09-19	falastin	falastin19420919-01.1.2	influenza	الانفلونزا	page					…ا من سيره قايك تنام. واذا انتقال الحر و شعرت بالاكتساب و وجمع الراس وبرامج الاعصاب فنادل من اقراص السيره فانك لا تلبث ان تشعر بالتغيير السريع المراكش الانفلونزا ان لا تنقضي دقايق قليله حتي تصور البنان الراحه والهدوء ويزول تعب الراس . وتها الاعصاب وتختفي الالام . البرد والجميان كل هذه يمكنك از التها ASPRO KALG A اعلان اصبت بصداع وز اوجاع المحلق من اذن عاقر و امعل الصداع وبين يديك علي الدوام الروماتم کا وہجن من اس الاهم الاخصب كلم شديدين وعليه الم شده الزكام يمكنني ان اعبر لكم عن لاندفع اكثر حنيا تناولت خلص شعوري مستودع الادويه اقراصكم (اسبرو ) وما استقرت حتي شعرك من الاثمان بالراحه التامه بعد ان كدت اجن …							
1942-09-25	falastin	falastin19420925-01.1.2	smallpox	الجدري	dateline	Haifa		y		…المبلغ الذي يكون قد اقترضه حين سفره من القنصل لبريطاني المقيم في جده او من الحكومه المصريه . وان يكون الحاج حاصلا علي جواز سفر للحجاج وشهاده تلقيح ضد الجدري وتذاكر سفر بالسكه الحديديه فلسطين الي السويس ذهابا وايابا . وتءخذ الاوراق والمستندات من دايره الصح.. ويجب ان تصل الطلبات قبل ٢٠ تشرين الثاني . فرع لد…	0	0	0	absent			no-register-coverage
1942-10-04	falastin	falastin19421004-01.1.2	typhoid	التيفوييد	dateline	Haifa	y	y		… تقدي، فبارك لجنه البلديه تعقد جلستها يوم الاربعاء تعقد لجنه البلديه جلستها الشهريه يوم الاربعاء القادم حيث تنظر في المواضيع المعده للبحث فيها. حوادث التيفوييد في تناقص مستمر لا تزال حوادث التيفوييد في تناقص وفي مستشفي الحكومه الي الان حوالي ۸۰ مصابا . وقد وقعت في الاسبوع الماضي حوادث قليله افتتاح جمعيه عايليه لال جدعون تاسست جمعيه عايليه لال جدع…	0	0	0	absent			no-register-coverage
1942-10-21	falastin	falastin19421021-01.1.2	typhoid	التيفوييد	page			y		…اصابات التيفوييد تخف - قانون الاقمشه…							
1942-10-27	falastin	falastin19421027-01.1.3	typhus	التيفوس	page			y		… بمرض التيفو عيد من ابتداء الشهر الحالي (تشرين الاول) حتي يوم ٢٢ منسه في يافا ٢٥ اصابه وفي تل ابيب ٣٥ اصابه وفي القضاء ۲۷ اصابه اما عدد الاصابات بمرض التيفوس خلال المده المذكوره فقد بلغت في يافا ۱۲ اصابه وفي تل ابيب ٢٥ اصابه وفي القضاء و اصابات…							
1942-11-07	falastin	falastin19421107-01.1.2	influenza	بالانفلونزا	page			y		…وخلاص ريع را ASPRO القاء لاتريد ان تصاب بالانفلونزا لهذا الستاء فاحتفظ باكيت اسيرو تخت الطلب وانا وتناول اقراص سيرك عندما تظهر الاعراض الاوفي عابك ... ولا شك است ان الانفلونزا لن تهزك بنيتي ... واذا اصبت اسير فيخرجها بالانفلونزا وجدت ان اس جسمك وكانها لم تكن. في انجله سمك في ليله واحده انتابي ليله امس صداع فكنت اشكو طول الليل بالام في راسي فذهبت مسرعا الي حانوت بقال واشتريت منه مظروف استبروه بخمسه مليمات تل بعض و تناولته في الحال وبعد مده وجيزه امتنع الالم؟ فءاد جرجس بمقرب الاجرب اسيرو في الحالات الانفلونزا عرق النسا البيع ارجاع الرايس البريد العب العصبي الارق وجمع الظهر وجع الاسنان الطب ال الحاله العصبيه الروماتز ASPRO الالتهاب RFC TRADEMARK الناتج من ا…							
1942-11-10	falastin	falastin19421110-01.1.3	plague	الطاعون	page			y		…بحثت فيها مساله الاجراءات التي اتخذت المكافحه الطاعون والحاله الصحيه اجمالا في المدينه بحضور المستر موسجريف…							
1942-11-18	falastin	falastin19421118-01.1.3	plague	الطاعون	page			y		…لطاقه الطاعون تواصل دايرتا الصحه والبلديه في المدينه اعمالهما في تطهير المهمله اليهوديه الواقعه بين رافا وتل لبيب من خطر تفشي الطاعون فيها خوف انتشاره في المدينتين . وقد نجحتا حتي الان في كل اعمالها ونتا بعان الان هدم بقيه البراكات (التخاشيب) في تلك المحله اليهوديه لكي لا تبقي سببا …							
1942-11-20	falastin	falastin19421120-01.1.3	typhoid	التيفوييد	paragraph		y	y		…ثه مفتشين جددا للمون هم ا بولس حنوش ، بطرس كليس ، والبير . حنضل كلمه شكر واجب قد حق علي الثناء علي مستشفي الدجاني الوطني فقد قضيت فيه زهاء الشهر بمرض التيفوييد فوجدت فيه كل استعداد لراحه للمريض والعنايه الفايقه بد و الان خرجت منه سليما معافي وادي لزاما علي ان انوه بادارته الحازمه فقد وفق في ان يكون للتعرف عل…	0	0	0	absent			no-register-coverage
1942-11-20	falastin	falastin19421120-01.1.3	plague	الطاعون	paragraph					…الندن سكان للتعويض علي تجري الابحاث الان في مساله التعويض علي اصحاب الاملاك التي هدمت في محله شابيرا اليهوديه الملاصقه لتل ابيب التي ظهرت فيها الصابه الطاعون للتعويض علي اصحاب هذه الاماكن المهدومه واهم ما في البحث هو من هي الجهه التي ستقوم بدفع هذا التعويض اذا تقرر وسيرفع تقرير بذلك الي حاكم اللواء للفصل ف…	0	0	0	absent			no-register-coverage
1942-11-21	falastin	falastin19421121-01.1.2	typhoid	التيفوييد	paragraph			y		…ان الكثير من الكبار تقدموا لاخذ المصل الواقي احتياطا . والذي تشكر عليه دايره الصحه هنا كل الشكر هو انها تحتاط لكل داء قبل استفحاله كما حدث عند اصابات التيفوييد والطاعون فتدنع جميع موظفيها من الكبير الي الصغير للعمل في وقايه السكان من الداء حيث يتقضي عليه في مهده . الكشوفات الاسبوعيه - الحاله في الاسواق قدم ع…	0	0	0	absent			no-register-coverage
1942-11-21	falastin	falastin19421121-01.1.2	smallpox	الجدري	window			y		…جهود دايره الصحه في مكافحه الجذري حيفا في ٢٠ ٢٥ - لمراسل فلسطين الخاص - لا تزال دايره الصحه تبذل كل جهد في مكافحه مرض الجدري وذلك سواء باشغال موظفيها المختصين بتطعيم الاطفال او الكبار او بتوزيع المصل علي الاطباء في العيادات لاجل تطعيم . اطفال زباينهم. كما انها ارسلت الي ذوي…	0	0	0	absent			no-register-coverage
1942-11-21	falastin	falastin19421121-01.1.2	plague	والطاعون	paragraph			y		…من الكبار تقدموا لاخذ المصل الواقي احتياطا . والذي تشكر عليه دايره الصحه هنا كل الشكر هو انها تحتاط لكل داء قبل استفحاله كما حدث عند اصابات التيفوييد والطاعون فتدنع جميع موظفيها من الكبير الي الصغير للعمل في وقايه السكان من الداء حيث يتقضي عليه في مهده . الكشوفات الاسبوعيه - الحاله في الاسواق قدم عدد من الت…	0	0	0	absent			no-register-coverage
1942-11-25	falastin	falastin19421125-01.1.3	plague	الطاعون	page			y		…دكتور زاهي حداد والسيد علي المستقيم وكيل رييس لجنه بلديه يافا ومهندسها السيد فهمي الدباغ قبل ظهر امس بزياره تفتيهيه جديده للمحله التي ظهرت فيها حادثه الطاعون والملاصقه لتل ابيب واشرفوا علي الحاله المايده فيها بعد التنظيفات والاصلاحات والاجراءات التي اتخذت فيها وقد مروا من ذلك واتفق علي متابعه العنايه التام…							
1942-11-25	falastin	falastin19421125-01.1.3	plague	طاعون	window			y		…هات بيسان واصابه واحده في حيفا ويحذر مربو الدجاج لاتخاذ الاحطياطات الكافيه لعدم اختلاط دجاجهم باي طير الخارج ومراجعه اقرب مفتش من بيطري عند ظهور حادث طاعون او للاستفاده من تعليماته لوقايه الدواجن…	0	0	0	absent			no-register-coverage
1942-11-29	falastin	falastin19421129-01.1.2	typhoid	التيفوييد	dateline	Haifa		y		… اسعار للياه التي تقدم للحدايق وتقديم الاشتال باسعار معتدله الي غير ذلك من الترتيبات المفيده والمساعده لانجاح مشروع الحدايق التطعيم ضد الجدري واصابات التيفوييد لا تزال دايره الصحه تواصل تطعيم الجمهور ضد الجدري . وقند جهات الي بعض موظفيها بالطواف علي المدارس لتطعيم جميع الطلبه والطالبات ما اقامت دايره مراقبه …	0	0	0	absent			no-register-coverage
1942-11-29	falastin	falastin19421129-01.1.2	typhoid	بالتيفوييد	dateline	Haifa	y	y		…لتطعيم ويبلغ عدد الذين لعبوا في دايره الصحه الان حوالي اثني عشر الفا ويجري كل يوم تطعيم حوالي سنايه شخص. ولا يزال في مستشفي الحكومه حوالي سبعين مصابا بالتيفوييد وقد خفت وطاه الاصابات من ذي قبل كثيرا الشكوي من الدقيق خدمه دينيه- -- تقيم كنيستا مار لوقا ومار يوحنا الانجيليتان خدمه دينيه غدا الاحد في الساعه الثا…	0	0	0	absent			no-register-coverage
1942-11-29	falastin	falastin19421129-01.1.2	smallpox	الجدري	dateline	Haifa		y		…مياه لاجل تخفيض اسعار للياه التي تقدم للحدايق وتقديم الاشتال باسعار معتدله الي غير ذلك من الترتيبات المفيده والمساعده لانجاح مشروع الحدايق التطعيم ضد الجدري واصابات التيفوييد لا تزال دايره الصحه تواصل تطعيم الجمهور ضد الجدري . وقند جهات الي بعض موظفيها بالطواف علي المدارس لتطعيم جميع الطلبه والطالبات ما اقامت دايره مراقبه علي الحدود التطعيم جميع من يدخل فلسطين من الخارج و…	0	0	0	absent			no-register-coverage
1942-11-29	falastin	falastin19421129-01.1.3	typhus	التيفوس	window			y		…وع المنتهي بيوم ۲۰ المجادي عده اصابات بالامراض المعديه عفو قمت في حيفا اصابه واحده للجدري ، وفي بير السبع اصابه بنفس العارض، ووقعت في حيفا اصابه بمرض التيفوس واخري في صندوثالثه في القدس ووقعت اصابه بالتهاب السحايا في حيفا واصابه بالحمي القرمزيه في حيفا ايضا شكوي محمد ارسل الينا فريق من سكان بلوك صباح و در …	0	0	0	absent			no-register-coverage
1942-11-29	falastin	falastin19421129-01.1.3	smallpox	للجدري	window			y		…امراض المعديه جاء في اخر عدد من الجريده الرسميه انه وقعت خلال الاسبوع المنتهي بيوم ۲۰ المجادي عده اصابات بالامراض المعديه عفو قمت في حيفا اصابه واحده للجدري ، وفي بير السبع اصابه بنفس العارض، ووقعت في حيفا اصابه بمرض التيفوس واخري في صندوثالثه في القدس ووقعت اصابه بالتهاب السحايا في حيفا واصابه بالحمي الق…	0	0	0	absent			no-register-coverage
1942-11-29	falastin	falastin19421129-01.1.3	plague	الطاعون	page					…تد اليد دايره الصحه بيافا لمكافحه الطاعون…							
1942-11-29	falastin	falastin19421129-01.1.3	plague	الطاعون	page			y		…من التدابير الحسنه التي اتخذتها | اره المعده بياه ملامح مرض الماعون في المحله اليهوديه التي ظهرت فيها اصابه ا الطاعون اصدار اوامر باغلاق عدد من المخازن القذره في تلك المحله او التي وبدت غير مستوفيه للشروط الصحيه خشيه ان تتخذها الجرذان او البراغيت | -…							
1942-11-29	falastin	falastin19421129-01.1.3	plague	للطاعون	page					…وهي ساعيه | الناقله للطاعون او كارا لها في انفلاق كل عمل او مخزن لم ينفذ الشروط الصحيه التي طلبت منه. وتذكر بهذه المناسبه ان عدد البراكات الخشبيه التي هدمت بامر دايره الصحه وبرا…							
1942-11-29	falastin	falastin19421129-01.1.3	smallpox	والجدري	page					…مرقيه الخاصه دول اصابني الطاعون والجدري .…							
1942-11-29	falastin	falastin19421129-01.1.3	plague	الطاعون	page					…مرقيه الخاصه دول اصابني الطاعون والجدري .…							
1942-11-29	falastin	falastin19421129-01.1.3	smallpox	والجدري	page					…بمناسبه ما نشرته الصحف من حوادث الطاعون والجدري ارسل امس السيد رشيد ابو لبن برقيه الي فخامه المندوب النامي هذا نصها : ان سبب انتشار الامراض الساريه من طاعون وخاروه ناتج من وجود شوارع قذره في احياء …							
1942-11-29	falastin	falastin19421129-01.1.3	plague	الطاعون	page					…بمناسبه ما نشرته الصحف من حوادث الطاعون والجدري ارسل امس السيد رشيد ابو لبن برقيه الي فخامه المندوب النامي هذا نصها : ان سبب انتشار الامراض الساريه من طاعون وخاروه ناتج من وجود شوارع قذره في احياء الكرتون والكرمل وفلورنتين وشابيرا وخلافها فباسم…							
1942-11-29	falastin	falastin19421129-01.1.3	smallpox	الجدري	page		y	y		…اشرنا في عدد ادي الي حادث ا اصابه الجدري في تل ابيب بالقرب من حديقه ديزنكوف . ونقول اليوم ان المصاب قد نقل الي مستشفي الحكومه للامراض الساريه في مستعمره بني براك الكاينه في شمال تل ابيب وهنا…							
1942-11-29	falastin	falastin19421129-01.1.3	smallpox	الجدري	page			y		…ه الاداريه من تطهير وتبخير العماره التي وجدت فيها الاصابه وعزلت بعد ان اخرج منها سكانها ومنع الدخول اليها مءقتا حتي يتاكد المسءولون من زوال خطر اصابه الجدري السريعه العدوي وحتي لا تاب شخص جديد ولا تزال الاجزاءات متواصله بهمه ونشاط للقضاء علي هذا المرض قبل استفحاله. |…							
1942-12-04	falastin	falastin19421204-01.1.3	typhoid	التيفوييد	page			y		…قضيه لان المدعيه لم تبرز مستندا يحق لها بموجبه طلب التعويض ولكن المحكمه اوصت الحكومه ان تنظر بعين العطف الي الارمله وايضاح الظروف التي مات فيها زوجها التيفوييد والتيفوس بانت الاصابات بمرض التيفوييد خلال شهر تشرين الثاني الماضي في يافا ٢٤ اصابه ومات مصاب واحد وفي تل ابيب ۲۰ اصابه ومات واحد من المصابين فقط وفي القضاء التابع ليافا ٥٢ اصابه ومات ثلا…							
1942-12-04	falastin	falastin19421204-01.1.3	typhus	والتيفوس	page			y		…لمدعيه لم تبرز مستندا يحق لها بموجبه طلب التعويض ولكن المحكمه اوصت الحكومه ان تنظر بعين العطف الي الارمله وايضاح الظروف التي مات فيها زوجها التيفوييد والتيفوس بانت الاصابات بمرض التيفوييد خلال شهر تشرين الثاني الماضي في يافا ٢٤ اصابه ومات مصاب واحد وفي تل ابيب ۲۰ اصابه ومات واحد من المصابين فقط وفي القضاء التابع ليافا ٥٢ اصابه ومات ثلاثه مصابين. وبلغت الاصابات بالتيفوس خلال الشهر المذكور في ياذا ٤ اصابات وفي تل ابيب ٧ اصابات اما حوادث مرض البرتيفو ليد فكانت في الشهر الماضي في يافا ٤ اصابات وفي تل ابيب ٤ اصابات وفي ا…							
1942-12-04	falastin	falastin19421204-01.1.3	smallpox	بالجدري	page		y	y		…ظهر امس اذا بسياره خاصه كانت قادمه من العجمي الي البلده تصادم باحدي الطفلات و تصيبها بجراح في في اوقد نقلت الي عياده احد الاطباء للمعالجه حاله المصاب بالجدري | فهم ان حاله الشخص اليهودي الذي اصيب بمرض الجدري في تل ابيب ونقل الي مستشفي الحكومه في مستعمره بني براك وعزل في غرفه خاصه لمعالجته، قد تحسنت واصبح لا يخشي من الخطر عليه او منه وقد خفت القيود التي فر…							
1942-12-11	falastin	falastin19421211-01.1.2	smallpox	الجدري	page			y		…مقاومه الجدري وتطعيم الاهلين…							
1942-12-11	falastin	falastin19421211-01.1.2	typhoid	التيفوييد	dateline	Haifa	y	y		…| حيفا في ١٠ ك ١ - لمراسل فلسطين الخاص - خفت حوادث اصابات التيفوييد و يوجد الان في مستشفي الحكومه حوالي عشرين مصابا اما حوادث الجدري فقد كانت اربعاء وقد تماثل احد المصابين وغادر المستشفي والثلاثه الباقون يتماثلون ايضا…	0	0	0	absent			no-register-coverage
1942-12-11	falastin	falastin19421211-01.1.2	smallpox	الجدري	dateline	Haifa	y	y		…| حيفا في ١٠ ك ١ - لمراسل فلسطين الخاص - خفت حوادث اصابات التيفوييد و يوجد الان في مستشفي الحكومه حوالي عشرين مصابا اما حوادث الجدري فقد كانت اربعاء وقد تماثل احد المصابين وغادر المستشفي والثلاثه الباقون يتماثلون ايضا للشفاء ويجري التطعيم في المدينه ضد الجدري يعمدل ٥٠٠ شخص كل يوم و كذلك يجري التطعيم في القري من قبل موظفي الصحه المندوب السامي يفتتح مشروع النعامين انتهي العمل في تجفيف نهر النعامين وحصر تلك ا…	0	0	0	absent			no-register-coverage
1942-12-23	falastin	falastin19421223-01.1.3	plague	الطاعون	page			y		…ماني الطاعون قام اليوم عدد كبير من عمال البلديه وعدد من العمال الاخرين بازاله عدد من البراكات والتخاشيب في حي الكرتون حيث ظهرت اصابات الطاعون وحتي لا تكون ماوي للنشر ان ناقله ميكروب هذا المرض وتتعاون البلديه مع دايره الصحه في عمل اللازم لتطهير تلك هذا الوباء بين السكان المنطقه ومنع نفشي تقد…							
1942-12-23	falastin	falastin19421223-01.1.3	smallpox	الجدري	page			y		…قامت دايره الصحه بيانا مءخرا بتطعيم عدد كبير من تلاميذ المدارس ضد مرضي الجدري والطاعون. وتحسن هذه الدايره صنما لو انها تقوم بتطعيم العمال الذين يعملون في المعامل الكبيره جوهم باعداد كبيره حيث تحت شد برسال مفتشي الصحه الي المصان…							
1942-12-23	falastin	falastin19421223-01.1.3	plague	والطاعون	page			y		…قامت دايره الصحه بيانا مءخرا بتطعيم عدد كبير من تلاميذ المدارس ضد مرضي الجدري والطاعون. وتحسن هذه الدايره صنما لو انها تقوم بتطعيم العمال الذين يعملون في المعامل الكبيره جوهم باعداد كبيره حيث تحت شد برسال مفتشي الصحه الي المصانع لتطعيم …							
1942-12-25	falastin	falastin19421225-01.1.3	plague	الطاعون	page			y		…| هدم عمال البلديه حتي الان ۳۰۰ مسكن و خشابيه في سوق الكرمل والحي اليهودي المجاور الذي وقعت فيه اصابات الطاعون وما يزال العمال بهدمون كل مسكن يصلح لا يراه الجرذان ناقل الطاعون . واوقفت البلديه عددا من البوليس الاضافي في ذلك الحي للمحافظه علي النظافه والتظهير ومنع الباعه من الاقتراب من ذلك الحي الموبوء…							
1942-12-27	falastin	falastin19421227-01.1.2	typhoid	التيفوييد	dateline	Haifa	y	y		…لحركه في الاسابيع القادمه تطعيم وتحسن وغرامات محاكم... خفت حركه التطعيم ضد الجدري بعد ان تطعم حوالي ثلاثين الف شخص بواسطه دواير الصحه وقاد هبطت حوادث التيفوييد و بقي في مستشفي الحكومه حوالي ستين مصابا علي انه لوحظ انتشار المرض مءخرا بين الاطفال. وتعمل دواير الصريحه علي مكافحتها نظر حاكم الصلح في هذا الاسبوع …	0	0	0	absent			no-register-coverage
1942-12-27	falastin	falastin19421227-01.1.2	smallpox	الجدري	dateline	Haifa	y	y		… و زياده معلومات ذوي التعليم الابتدايي وستنشط التعليم الاميين القراءه هذه الحركه في الاسابيع القادمه تطعيم وتحسن وغرامات محاكم... خفت حركه التطعيم ضد الجدري بعد ان تطعم حوالي ثلاثين الف شخص بواسطه دواير الصحه وقاد هبطت حوادث التيفوييد و بقي في مستشفي الحكومه حوالي ستين مصابا علي انه لوحظ انتشار المرض مءخر…	0	0	0	absent			no-register-coverage
1942-12-30	falastin	falastin19421230-01.1.3	plague	الطاعون	page					…كافحوا الطاعون !…							
1942-12-30	falastin	falastin19421230-01.1.3	plague	الطاعون	page					…دعت حوادث انتشار مرض الطاعون بين اليهود والعرب في تل ابيب ويافا الي اهتمام السكان في المدينتين والي زياده الاهتمام بين السلطات التي تقوم مكافحه هذا المرض الوبيل للوقايه منه والحد…							
1942-12-30	falastin	falastin19421230-01.1.3	plague	الطاعون	page					…من الضباط الاستراليين الجبيرين تكافحه الامراض الساريه وتباحثوا في خطوره الحال اذا ازداد مما هو عليه الان وما هي الوسايل الاكثر تقيا في اجراءات مكافحه الطاعون . وقد اتفقوا علي اتخاذ خطه جديده علاوه علي ما اتخذ حتي الان من اجراءات وتقرر تنفيذ هذه الخطه اعتبارا من صباح اليوم وبعد ذلك قام الدكتور مكوين والدكتور مودي والضابطان الاستراليان يصحبه؟ المستر جارنر رييس مفتشي بلديه يافا الي المنطقين اللتين وقعت فيها اصابتنا الطاعون في المنشيه واحداهما تقع في شارع العالم والاخري خلف جامع حسن بك بالقرب من شاطيء البحر ، و بعد تفتيش ما تقرر تطبيق الخطه الجديده فيها لاختيار مفعولها و…							
